,0
743,CON-066
613,CON-047
812,CON-047
841,CON-005
552,CON-045
879,CON-005
1022,CON-009
1062,CON-051
870,CON-046
158,CON-038
549,CON-039
408,CON-005
940,CON-004
261,CON-060
177,CON-056
969,CON-061
569,CON-028
676,CON-041
316,CON-037
860,CON-053
834,CON-054
803,CON-041
236,CON-046
455,CON-015
89,CON-013
159,CON-021
664,CON-050
152,CON-052
927,CON-015
634,CON-053
625,CON-069
72,CON-069
828,CON-060
380,CON-060
347,CON-028
494,CON-068
558,CON-003
912,CON-024
249,CON-057
572,CON-027
807,CON-059
47,CON-043
288,CON-026
1013,CON-045
705,CON-053
40,CON-056
745,CON-035
717,CON-004
