,0
1059,CON-044
914,CON-035
314,CON-037
587,CON-021
714,CON-020
1035,CON-014
27,CON-035
242,CON-009
323,CON-011
751,CON-013
526,CON-059
592,CON-016
834,CON-044
251,CON-046
613,CON-034
55,CON-050
965,CON-001
183,CON-006
14,CON-055
77,CON-028
31,CON-009
510,CON-046
327,CON-034
329,CON-009
940,CON-038
838,CON-021
45,CON-005
105,CON-017
808,CON-053
1,CON-031
876,CON-028
755,CON-029
652,CON-036
840,CON-035
432,CON-059
783,CON-019
1020,CON-019
387,CON-035
978,CON-027
281,CON-004
241,CON-067
1062,CON-038
674,CON-057
742,CON-029
264,CON-005
833,CON-042
872,CON-016
146,CON-012
334,CON-063
623,CON-066
350,CON-036
311,CON-023
276,CON-054
457,CON-009
918,CON-003
617,CON-027
287,CON-043
285,CON-011
1053,CON-058
337,CON-027
604,CON-058
683,CON-057
147,CON-061
211,CON-041
437,CON-006
205,CON-052
278,CON-024
563,CON-014
265,CON-065
611,CON-014
785,CON-001
316,CON-017
787,CON-029
260,CON-003
987,CON-006
436,CON-043
412,CON-038
847,CON-064
638,CON-030
695,CON-019
275,CON-053
484,CON-003
408,CON-067
1047,CON-015
968,CON-017
737,CON-055
248,CON-013
531,CON-030
527,CON-012
931,CON-055
479,CON-065
524,CON-026
983,CON-042
294,CON-022
677,CON-001
514,CON-014
602,CON-036
110,CON-037
388,CON-022
684,CON-055
835,CON-038
929,CON-033
65,CON-007
961,CON-010
335,CON-055
675,CON-065
708,CON-013
839,CON-021
1021,CON-047
224,CON-065
99,CON-052
619,CON-058
494,CON-007
554,CON-019
268,CON-057
407,CON-054
578,CON-057
404,CON-005
518,CON-020
544,CON-028
830,CON-045
963,CON-008
125,CON-005
1009,CON-057
645,CON-031
525,CON-053
668,CON-037
632,CON-058
