,0
968,CON-036
278,CON-014
666,CON-036
345,CON-004
653,CON-059
664,CON-005
986,CON-057
599,CON-057
180,CON-036
717,CON-046
265,CON-041
105,CON-016
750,CON-003
513,CON-049
587,CON-038
766,CON-056
571,CON-047
646,CON-042
419,CON-011
1017,CON-014
590,CON-009
218,CON-024
323,CON-017
461,CON-041
58,CON-059
793,CON-035
400,CON-058
51,CON-069
156,CON-065
591,CON-046
365,CON-008
914,CON-029
1011,CON-014
427,CON-068
12,CON-024
456,CON-054
942,CON-041
489,CON-028
498,CON-054
40,CON-056
672,CON-036
1049,CON-020
857,CON-013
228,CON-041
751,CON-044
488,CON-068
694,CON-055
845,CON-033
201,CON-055
452,CON-039
979,CON-023
1056,CON-051
102,CON-035
346,CON-051
975,CON-048
261,CON-059
870,CON-027
165,CON-024
534,CON-067
0,CON-013
138,CON-059
635,CON-068
437,CON-024
307,CON-063
890,CON-065
953,CON-026
972,CON-057
774,CON-002
412,CON-020
580,CON-003
730,CON-056
548,CON-047
78,CON-004
496,CON-010
716,CON-056
1019,CON-053
64,CON-025
923,CON-064
108,CON-039
1064,CON-051
133,CON-003
438,CON-026
1047,CON-018
641,CON-013
257,CON-044
787,CON-010
928,CON-010
389,CON-060
542,CON-066
803,CON-036
298,CON-039
712,CON-039
135,CON-008
56,CON-002
244,CON-050
776,CON-042
943,CON-055
35,CON-043
654,CON-007
363,CON-055
430,CON-023
80,CON-033
924,CON-066
602,CON-049
506,CON-033
886,CON-005
92,CON-005
695,CON-008
909,CON-057
258,CON-032
206,CON-021
123,CON-037
93,CON-067
103,CON-046
246,CON-044
220,CON-042
816,CON-065
786,CON-017
819,CON-024
465,CON-029
453,CON-052
775,CON-051
395,CON-008
472,CON-020
872,CON-056
470,CON-043
795,CON-023
1010,CON-008
596,CON-052
1006,CON-013
1014,CON-021
321,CON-056
507,CON-041
1015,CON-063
209,CON-069
328,CON-010
43,CON-035
288,CON-051
742,CON-041
348,CON-068
911,CON-048
869,CON-015
920,CON-052
213,CON-031
129,CON-035
352,CON-051
364,CON-064
832,CON-052
113,CON-064
1044,CON-049
815,CON-008
643,CON-038
458,CON-060
681,CON-011
1048,CON-005
1053,CON-032
172,CON-019
349,CON-053
1033,CON-002
702,CON-067
797,CON-032
468,CON-020
127,CON-041
30,CON-019
784,CON-032
150,CON-055
528,CON-029
333,CON-056
892,CON-043
191,CON-039
859,CON-041
482,CON-025
431,CON-021
569,CON-013
311,CON-003
386,CON-066
297,CON-008
163,CON-068
128,CON-034
111,CON-069
525,CON-042
519,CON-030
555,CON-038
708,CON-007
1036,CON-055
779,CON-006
613,CON-001
66,CON-033
39,CON-041
318,CON-009
1039,CON-003
296,CON-044
582,CON-024
731,CON-067
435,CON-013
350,CON-006
134,CON-012
316,CON-023
605,CON-036
79,CON-055
130,CON-030
454,CON-013
492,CON-024
50,CON-011
823,CON-031
798,CON-069
770,CON-068
867,CON-033
713,CON-015
660,CON-043
216,CON-007
158,CON-009
4,CON-065
649,CON-027
73,CON-013
16,CON-042
267,CON-056
531,CON-023
879,CON-014
393,CON-009
572,CON-048
608,CON-013
735,CON-020
922,CON-018
696,CON-012
193,CON-063
462,CON-036
771,CON-042
985,CON-049
780,CON-026
710,CON-055
302,CON-066
353,CON-054
540,CON-043
891,CON-020
628,CON-051
57,CON-003
532,CON-008
304,CON-011
677,CON-009
950,CON-004
290,CON-001
982,CON-035
566,CON-033
689,CON-017
530,CON-068
855,CON-066
32,CON-052
939,CON-030
768,CON-022
847,CON-020
83,CON-063
388,CON-035
184,CON-059
90,CON-036
629,CON-058
668,CON-057
850,CON-014
966,CON-042
505,CON-036
866,CON-018
385,CON-031
574,CON-055
885,CON-055
235,CON-058
970,CON-022
535,CON-003
300,CON-014
563,CON-014
944,CON-051
347,CON-050
76,CON-019
1009,CON-055
322,CON-013
169,CON-020
95,CON-055
754,CON-022
615,CON-041
295,CON-053
904,CON-036
174,CON-031
791,CON-015
576,CON-045
276,CON-011
723,CON-010
335,CON-022
467,CON-063
662,CON-042
864,CON-063
455,CON-002
900,CON-041
873,CON-069
168,CON-028
309,CON-006
655,CON-018
367,CON-060
836,CON-027
409,CON-043
959,CON-004
432,CON-033
