,0
1043,0.0
22,1.0
969,1.0
423,1.0
465,0.0
784,0.0
276,1.0
1056,0.0
279,0.0
272,1.0
736,0.0
55,1.0
388,0.0
958,0.0
870,1.0
43,0.0
572,0.0
214,1.0
218,0.0
309,1.0
555,1.0
156,0.0
456,1.0
712,1.0
857,0.0
955,1.0
360,1.0
461,1.0
523,1.0
80,1.0
884,1.0
326,1.0
17,0.0
554,1.0
11,1.0
71,0.0
110,0.0
289,1.0
825,1.0
516,1.0
932,0.0
770,0.0
856,0.0
761,1.0
916,1.0
56,1.0
1061,1.0
271,0.0
947,0.0
827,0.0
655,0.0
433,0.0
867,0.0
186,1.0
365,1.0
121,0.0
177,0.0
161,0.0
526,1.0
154,0.0
408,0.0
957,1.0
418,0.0
244,0.0
