,0
0,CON-060
1,CON-002
2,CON-007
3,CON-024
4,CON-010
5,CON-018
6,CON-005
7,CON-021
8,CON-039
9,CON-037
10,CON-068
11,CON-058
12,CON-015
13,CON-067
14,CON-008
15,CON-042
16,CON-011
17,CON-051
18,CON-030
19,CON-016
20,CON-052
21,CON-066
22,CON-022
23,CON-061
24,CON-050
25,CON-041
26,CON-001
27,CON-059
28,CON-006
29,CON-026
30,CON-063
31,CON-054
32,CON-023
33,CON-012
34,CON-017
35,CON-027
36,CON-036
37,CON-055
38,CON-049
39,CON-031
40,CON-057
41,CON-013
42,CON-038
43,CON-009
44,CON-047
45,CON-028
46,CON-034
47,CON-032
48,CON-033
49,CON-029
50,CON-035
51,CON-043
52,CON-069
53,CON-065
54,CON-045
55,CON-053
56,CON-020
57,CON-003
58,CON-044
59,CON-064
60,CON-025
61,CON-046
62,CON-014
63,CON-019
64,CON-004
65,CON-048
66,CON-056
67,CON-024
68,CON-047
69,CON-021
70,CON-053
71,CON-010
72,CON-021
73,CON-046
74,CON-001
75,CON-019
76,CON-041
77,CON-064
78,CON-017
79,CON-055
80,CON-047
81,CON-033
82,CON-010
83,CON-003
85,CON-021
86,CON-019
87,CON-017
88,CON-058
89,CON-041
90,CON-061
91,CON-069
92,CON-038
94,CON-026
95,CON-008
96,CON-032
97,CON-067
98,CON-042
99,CON-045
100,CON-047
101,CON-009
102,CON-009
103,CON-002
104,CON-056
106,CON-029
107,CON-006
108,CON-001
109,CON-068
110,CON-053
111,CON-057
112,CON-033
113,CON-037
114,CON-042
115,CON-022
116,CON-067
117,CON-049
118,CON-026
119,CON-049
121,CON-033
122,CON-014
123,CON-042
124,CON-009
125,CON-012
126,CON-002
127,CON-024
128,CON-036
129,CON-059
130,CON-024
131,CON-039
132,CON-066
133,CON-015
134,CON-065
135,CON-031
137,CON-013
138,CON-063
139,CON-058
140,CON-012
141,CON-050
142,CON-022
143,CON-061
144,CON-019
145,CON-035
146,CON-022
147,CON-055
148,CON-042
149,CON-061
150,CON-006
151,CON-010
152,CON-033
153,CON-052
155,CON-016
156,CON-018
157,CON-068
158,CON-025
159,CON-026
160,CON-068
161,CON-030
162,CON-012
164,CON-017
165,CON-013
166,CON-014
167,CON-034
168,CON-024
169,CON-046
170,CON-055
171,CON-043
172,CON-015
173,CON-017
174,CON-037
175,CON-021
176,CON-028
177,CON-057
178,CON-063
179,CON-048
180,CON-037
182,CON-023
183,CON-014
184,CON-063
185,CON-019
186,CON-006
187,CON-024
188,CON-010
