,0
37,CON-063
773,CON-057
902,CON-047
311,CON-069
985,CON-059
700,CON-035
725,CON-022
302,CON-005
938,CON-054
286,CON-034
142,CON-004
1017,CON-043
546,CON-042
840,CON-051
917,CON-027
680,CON-005
785,CON-006
726,CON-003
436,CON-058
71,CON-036
223,CON-068
67,CON-006
243,CON-046
913,CON-066
206,CON-022
679,CON-008
398,CON-009
201,CON-045
102,CON-043
721,CON-038
691,CON-009
234,CON-065
215,CON-032
797,CON-020
489,CON-067
152,CON-050
20,CON-065
956,CON-054
580,CON-003
687,CON-028
731,CON-042
997,CON-011
875,CON-056
587,CON-022
625,CON-067
391,CON-009
633,CON-044
944,CON-035
847,CON-054
973,CON-050
15,CON-068
807,CON-055
470,CON-026
349,CON-029
928,CON-002
1050,CON-051
576,CON-027
557,CON-046
171,CON-048
920,CON-006
190,CON-008
988,CON-014
104,CON-047
613,CON-008
193,CON-055
68,CON-047
653,CON-026
583,CON-068
358,CON-051
340,CON-058
294,CON-031
304,CON-051
264,CON-042
968,CON-008
248,CON-011
539,CON-032
762,CON-025
993,CON-060
242,CON-034
660,CON-026
774,CON-061
244,CON-001
887,CON-010
433,CON-045
850,CON-050
149,CON-008
966,CON-034
637,CON-041
208,CON-020
65,CON-021
187,CON-034
295,CON-026
885,CON-008
790,CON-025
491,CON-025
164,CON-025
761,CON-038
939,CON-018
879,CON-001
550,CON-003
694,CON-047
271,CON-001
1014,CON-044
419,CON-029
591,CON-037
889,CON-006
458,CON-050
451,CON-038
554,CON-011
535,CON-052
780,CON-064
743,CON-023
7,CON-043
972,CON-002
616,CON-028
202,CON-035
735,CON-010
590,CON-022
728,CON-001
896,CON-032
435,CON-048
493,CON-017
1038,CON-011
706,CON-004
281,CON-047
222,CON-017
945,CON-055
448,CON-020
309,CON-048
882,CON-033
869,CON-050
866,CON-068
650,CON-023
926,CON-011
693,CON-044
91,CON-021
146,CON-019
443,CON-030
327,CON-053
781,CON-047
510,CON-041
251,CON-017
70,CON-068
397,CON-053
330,CON-019
421,CON-034
482,CON-038
384,CON-036
883,CON-067
904,CON-017
652,CON-017
990,CON-043
420,CON-010
472,CON-035
439,CON-002
401,CON-032
307,CON-035
74,CON-044
237,CON-059
516,CON-028
352,CON-045
85,CON-002
509,CON-015
738,CON-002
300,CON-022
219,CON-017
147,CON-036
263,CON-052
986,CON-063
376,CON-003
611,CON-006
410,CON-018
568,CON-034
884,CON-045
492,CON-063
1,CON-015
191,CON-050
112,CON-046
166,CON-067
999,CON-064
865,CON-036
456,CON-034
414,CON-039
960,CON-001
179,CON-042
133,CON-030
856,CON-044
851,CON-003
831,CON-051
176,CON-014
513,CON-010
478,CON-065
612,CON-007
77,CON-014
610,CON-061
895,CON-030
864,CON-029
991,CON-019
654,CON-033
863,CON-021
183,CON-064
872,CON-025
720,CON-060
1015,CON-009
209,CON-049
565,CON-065
329,CON-049
586,CON-068
558,CON-022
954,CON-039
422,CON-013
750,CON-003
326,CON-012
158,CON-005
888,CON-067
288,CON-008
873,CON-010
936,CON-018
396,CON-037
93,CON-022
1020,CON-008
479,CON-046
995,CON-067
386,CON-035
1037,CON-039
336,CON-042
62,CON-014
18,CON-011
1041,CON-011
1047,CON-056
798,CON-018
793,CON-009
367,CON-022
656,CON-058
718,CON-068
22,CON-066
702,CON-014
751,CON-061
541,CON-049
197,CON-041
247,CON-066
444,CON-016
787,CON-042
744,CON-035
575,CON-006
1007,CON-012
333,CON-069
238,CON-037
253,CON-009
520,CON-053
716,CON-053
110,CON-046
957,CON-047
467,CON-051
465,CON-006
763,CON-053
462,CON-048
363,CON-010
502,CON-008
80,CON-012
740,CON-050
1044,CON-042
1009,CON-008
30,CON-003
10,CON-069
949,CON-036
556,CON-057
848,CON-029
163,CON-058
366,CON-038
801,CON-046
270,CON-024
335,CON-055
526,CON-032
4,CON-054
756,CON-011
207,CON-048
120,CON-002
214,CON-057
736,CON-056
181,CON-035
746,CON-021
211,CON-033
806,CON-053
981,CON-031
123,CON-046
185,CON-016
290,CON-019
919,CON-018
13,CON-042
1004,CON-059
602,CON-063
131,CON-066
170,CON-012
916,CON-032
480,CON-003
765,CON-066
775,CON-063
346,CON-047
532,CON-025
