,0
352,CON-028
285,CON-058
854,CON-045
225,CON-008
864,CON-050
95,CON-052
515,CON-016
176,CON-019
450,CON-018
128,CON-065
478,CON-028
972,CON-039
174,CON-032
606,CON-019
903,CON-058
626,CON-033
25,CON-006
511,CON-045
947,CON-009
725,CON-043
936,CON-019
291,CON-045
333,CON-032
115,CON-064
1025,CON-069
603,CON-038
60,CON-034
759,CON-049
966,CON-030
761,CON-035
772,CON-021
753,CON-053
807,CON-011
357,CON-025
780,CON-042
1044,CON-039
100,CON-043
1023,CON-021
304,CON-042
1039,CON-027
34,CON-026
53,CON-030
336,CON-027
1019,CON-059
965,CON-057
836,CON-016
1003,CON-023
746,CON-050
480,CON-017
382,CON-043
1063,CON-055
170,CON-064
500,CON-003
398,CON-031
392,CON-029
324,CON-035
900,CON-061
622,CON-068
964,CON-016
366,CON-050
733,CON-047
110,CON-053
738,CON-068
268,CON-023
764,CON-012
841,CON-066
499,CON-023
639,CON-068
862,CON-061
990,CON-037
370,CON-060
572,CON-031
238,CON-045
212,CON-066
663,CON-032
832,CON-003
158,CON-007
719,CON-020
26,CON-014
57,CON-022
46,CON-032
1036,CON-029
787,CON-007
312,CON-060
1037,CON-002
521,CON-039
144,CON-034
695,CON-010
684,CON-004
446,CON-069
272,CON-041
946,CON-037
63,CON-033
943,CON-011
1017,CON-052
776,CON-001
539,CON-007
1065,CON-064
729,CON-068
831,CON-001
150,CON-010
491,CON-066
977,CON-013
1031,CON-016
575,CON-050
426,CON-058
112,CON-004
177,CON-068
1014,CON-048
852,CON-055
956,CON-012
9,CON-024
816,CON-025
213,CON-014
541,CON-030
791,CON-065
347,CON-048
993,CON-037
376,CON-049
61,CON-047
752,CON-023
248,CON-018
829,CON-052
1050,CON-020
860,CON-038
111,CON-026
913,CON-064
321,CON-053
493,CON-056
784,CON-059
152,CON-003
1000,CON-001
699,CON-038
890,CON-052
1064,CON-009
512,CON-056
701,CON-045
131,CON-038
627,CON-022
591,CON-041
633,CON-055
528,CON-004
845,CON-030
338,CON-014
498,CON-014
630,CON-061
825,CON-065
509,CON-001
755,CON-055
492,CON-069
138,CON-009
243,CON-050
164,CON-039
374,CON-027
343,CON-004
418,CON-058
48,CON-043
74,CON-050
797,CON-056
850,CON-055
892,CON-057
1062,CON-001
519,CON-039
362,CON-052
672,CON-053
652,CON-027
517,CON-069
951,CON-050
631,CON-046
548,CON-039
98,CON-063
297,CON-045
724,CON-034
300,CON-042
130,CON-042
391,CON-014
434,CON-007
685,CON-043
1046,CON-020
385,CON-022
637,CON-015
81,CON-038
163,CON-066
447,CON-030
795,CON-001
341,CON-053
921,CON-009
830,CON-049
718,CON-012
683,CON-050
665,CON-051
778,CON-035
299,CON-014
461,CON-031
186,CON-050
927,CON-028
893,CON-033
232,CON-009
125,CON-015
810,CON-031
1058,CON-046
799,CON-069
930,CON-010
926,CON-030
472,CON-035
411,CON-055
455,CON-017
256,CON-002
405,CON-060
723,CON-055
230,CON-014
474,CON-063
15,CON-002
584,CON-064
553,CON-060
419,CON-016
417,CON-019
265,CON-061
995,CON-031
844,CON-018
901,CON-022
380,CON-019
1056,CON-032
815,CON-012
178,CON-010
730,CON-005
151,CON-024
193,CON-059
43,CON-041
654,CON-027
559,CON-020
985,CON-010
311,CON-046
640,CON-057
142,CON-028
54,CON-055
712,CON-058
51,CON-031
872,CON-048
335,CON-002
22,CON-020
529,CON-033
851,CON-014
309,CON-026
217,CON-006
758,CON-015
146,CON-054
50,CON-069
172,CON-043
660,CON-027
697,CON-002
82,CON-026
708,CON-019
1049,CON-052
959,CON-012
66,CON-011
779,CON-007
698,CON-050
996,CON-066
1054,CON-017
540,CON-042
543,CON-009
64,CON-044
781,CON-043
277,CON-008
920,CON-025
489,CON-023
527,CON-028
20,CON-036
387,CON-063
817,CON-067
741,CON-027
766,CON-017
612,CON-034
274,CON-067
694,CON-005
767,CON-022
858,CON-065
604,CON-041
485,CON-049
875,CON-063
195,CON-043
263,CON-061
71,CON-063
706,CON-061
441,CON-067
369,CON-060
968,CON-022
989,CON-045
1052,CON-047
396,CON-048
590,CON-030
728,CON-028
476,CON-068
534,CON-001
887,CON-002
556,CON-061
251,CON-046
198,CON-057
537,CON-021
