,0
22,CON-065
969,CON-053
423,CON-006
784,CON-022
276,CON-045
1056,CON-034
279,CON-020
272,CON-063
736,CON-033
55,CON-050
870,CON-068
43,CON-026
572,CON-065
214,CON-027
218,CON-022
309,CON-012
555,CON-007
156,CON-019
456,CON-013
712,CON-007
857,CON-010
360,CON-017
461,CON-033
523,CON-047
80,CON-019
884,CON-047
326,CON-038
17,CON-022
554,CON-028
11,CON-067
71,CON-011
110,CON-044
289,CON-012
825,CON-051
516,CON-054
932,CON-045
770,CON-026
856,CON-004
761,CON-056
916,CON-001
56,CON-021
1061,CON-048
271,CON-026
947,CON-010
827,CON-029
655,CON-010
433,CON-069
867,CON-069
186,CON-046
365,CON-043
121,CON-024
161,CON-058
526,CON-045
154,CON-068
408,CON-068
957,CON-065
15,CON-033
489,CON-053
199,CON-049
694,CON-005
627,CON-035
167,CON-004
832,CON-063
413,CON-028
139,CON-044
424,CON-057
1014,CON-013
731,CON-021
727,CON-034
187,CON-061
1046,CON-001
33,CON-018
4,CON-059
1038,CON-050
913,CON-057
633,CON-014
883,CON-059
434,CON-001
190,CON-043
196,CON-037
390,CON-023
262,CON-017
614,CON-003
108,CON-005
112,CON-050
982,CON-035
162,CON-014
722,CON-022
684,CON-020
986,CON-042
351,CON-068
575,CON-041
613,CON-047
487,CON-059
645,CON-035
334,CON-065
427,CON-042
499,CON-023
216,CON-025
497,CON-011
378,CON-017
320,CON-038
717,CON-046
12,CON-047
690,CON-025
40,CON-005
923,CON-067
100,CON-021
725,CON-013
209,CON-037
763,CON-007
2,CON-060
59,CON-023
1044,CON-022
740,CON-028
683,CON-041
500,CON-059
544,CON-059
145,CON-063
601,CON-051
518,CON-041
95,CON-033
951,CON-065
501,CON-026
888,CON-047
879,CON-008
0,CON-051
211,CON-035
713,CON-035
1033,CON-009
369,CON-013
693,CON-034
536,CON-018
254,CON-053
556,CON-012
467,CON-014
542,CON-053
617,CON-022
849,CON-029
590,CON-068
917,CON-016
316,CON-044
141,CON-061
507,CON-031
510,CON-065
911,CON-016
1026,CON-006
382,CON-053
936,CON-045
734,CON-028
591,CON-041
206,CON-002
493,CON-004
335,CON-011
989,CON-042
660,CON-013
257,CON-007
573,CON-027
871,CON-006
397,CON-059
901,CON-068
808,CON-066
446,CON-028
470,CON-004
792,CON-069
983,CON-015
528,CON-046
245,CON-043
961,CON-059
237,CON-002
654,CON-022
398,CON-017
597,CON-039
305,CON-014
877,CON-015
823,CON-055
745,CON-048
37,CON-008
898,CON-002
612,CON-022
1062,CON-052
864,CON-023
158,CON-017
887,CON-033
822,CON-025
1000,CON-056
235,CON-049
400,CON-047
90,CON-039
159,CON-009
900,CON-009
817,CON-019
93,CON-006
472,CON-043
1042,CON-004
847,CON-038
547,CON-027
304,CON-037
561,CON-049
352,CON-042
479,CON-060
739,CON-055
533,CON-018
564,CON-012
688,CON-004
974,CON-029
52,CON-025
204,CON-020
791,CON-013
781,CON-010
1058,CON-016
253,CON-055
689,CON-060
592,CON-036
965,CON-004
490,CON-015
466,CON-045
164,CON-057
377,CON-002
1009,CON-029
393,CON-007
620,CON-038
221,CON-042
659,CON-043
1029,CON-036
885,CON-021
13,CON-032
10,CON-030
142,CON-007
419,CON-051
380,CON-029
753,CON-029
471,CON-016
769,CON-060
94,CON-030
648,CON-057
431,CON-053
925,CON-022
741,CON-053
137,CON-012
1015,CON-001
32,CON-027
757,CON-069
381,CON-055
227,CON-052
775,CON-039
385,CON-021
749,CON-059
126,CON-053
632,CON-010
25,CON-057
541,CON-039
639,CON-044
453,CON-029
935,CON-001
928,CON-008
549,CON-020
146,CON-050
404,CON-035
942,CON-005
282,CON-043
308,CON-052
458,CON-024
109,CON-021
51,CON-020
956,CON-066
813,CON-002
422,CON-046
347,CON-068
256,CON-030
293,CON-065
546,CON-049
863,CON-032
372,CON-027
356,CON-025
371,CON-014
945,CON-057
796,CON-069
250,CON-060
669,CON-060
996,CON-021
1003,CON-026
560,CON-038
420,CON-014
482,CON-008
116,CON-008
223,CON-039
758,CON-042
172,CON-002
845,CON-042
140,CON-054
236,CON-048
810,CON-026
222,CON-035
687,CON-066
667,CON-048
723,CON-016
915,CON-023
313,CON-043
705,CON-034
