,0
1059,CON-017
314,CON-012
587,CON-067
714,CON-051
1035,CON-061
27,CON-055
242,CON-038
323,CON-058
751,CON-028
526,CON-032
251,CON-039
613,CON-004
55,CON-015
965,CON-069
77,CON-047
31,CON-038
510,CON-039
327,CON-004
329,CON-038
940,CON-008
838,CON-067
45,CON-059
105,CON-029
808,CON-057
1,CON-026
652,CON-054
840,CON-055
783,CON-027
1020,CON-027
387,CON-055
978,CON-018
281,CON-052
241,CON-009
1062,CON-008
674,CON-036
742,CON-063
264,CON-059
872,CON-066
146,CON-043
334,CON-065
457,CON-038
918,CON-013
285,CON-058
1053,CON-033
683,CON-036
147,CON-007
278,CON-001
563,CON-061
