,0
613,CON-049
812,CON-049
841,CON-015
552,CON-028
879,CON-015
1022,CON-045
1062,CON-044
158,CON-067
549,CON-027
408,CON-015
940,CON-014
261,CON-035
177,CON-022
969,CON-059
569,CON-054
676,CON-033
316,CON-048
860,CON-007
834,CON-029
803,CON-033
236,CON-037
455,CON-017
89,CON-004
159,CON-038
664,CON-065
152,CON-013
927,CON-017
634,CON-007
625,CON-064
72,CON-064
828,CON-035
380,CON-035
347,CON-054
494,CON-021
558,CON-050
912,CON-034
249,CON-041
572,CON-051
807,CON-060
47,CON-032
288,CON-053
1013,CON-028
968,CON-048
705,CON-007
1055,CON-038
40,CON-022
94,CON-038
745,CON-025
451,CON-042
907,CON-058
717,CON-014
76,CON-004
409,CON-050
200,CON-001
63,CON-049
985,CON-013
160,CON-048
138,CON-041
17,CON-061
1044,CON-029
186,CON-037
405,CON-026
798,CON-033
285,CON-020
