,0
0,CON-013
1,CON-049
2,CON-015
3,CON-054
4,CON-009
5,CON-014
6,CON-069
7,CON-008
8,CON-010
9,CON-011
10,CON-019
11,CON-061
12,CON-045
13,CON-021
14,CON-001
15,CON-064
16,CON-050
17,CON-039
18,CON-018
19,CON-048
20,CON-020
21,CON-037
22,CON-006
23,CON-012
24,CON-046
25,CON-025
26,CON-004
27,CON-027
28,CON-047
29,CON-044
30,CON-003
31,CON-002
32,CON-032
33,CON-052
34,CON-066
35,CON-005
36,CON-038
37,CON-068
38,CON-036
39,CON-026
40,CON-031
41,CON-063
42,CON-058
43,CON-057
44,CON-034
45,CON-029
46,CON-043
47,CON-067
48,CON-030
49,CON-023
50,CON-055
51,CON-016
52,CON-060
53,CON-017
54,CON-022
55,CON-028
56,CON-059
57,CON-056
58,CON-065
59,CON-042
60,CON-024
61,CON-033
62,CON-035
63,CON-041
64,CON-051
65,CON-053
66,CON-007
67,CON-039
68,CON-049
69,CON-038
70,CON-014
71,CON-008
72,CON-017
73,CON-007
74,CON-003
75,CON-025
76,CON-036
77,CON-024
78,CON-064
80,CON-032
81,CON-021
82,CON-066
83,CON-037
84,CON-023
85,CON-055
86,CON-002
87,CON-069
88,CON-002
89,CON-038
90,CON-041
91,CON-052
92,CON-001
93,CON-025
94,CON-001
95,CON-065
96,CON-069
97,CON-016
98,CON-008
99,CON-067
100,CON-030
101,CON-012
103,CON-018
104,CON-001
105,CON-022
106,CON-042
107,CON-048
108,CON-025
109,CON-034
110,CON-026
111,CON-066
112,CON-013
113,CON-058
114,CON-046
115,CON-069
116,CON-069
117,CON-007
118,CON-019
119,CON-008
121,CON-055
122,CON-034
123,CON-027
124,CON-031
125,CON-005
126,CON-015
127,CON-025
128,CON-050
129,CON-017
130,CON-018
131,CON-021
132,CON-002
133,CON-066
135,CON-060
136,CON-035
137,CON-003
138,CON-058
139,CON-037
140,CON-054
141,CON-020
142,CON-045
143,CON-047
144,CON-024
145,CON-045
146,CON-028
147,CON-026
148,CON-015
149,CON-014
150,CON-036
151,CON-011
152,CON-002
153,CON-044
154,CON-039
156,CON-024
157,CON-023
158,CON-053
159,CON-020
160,CON-042
161,CON-017
162,CON-006
163,CON-012
164,CON-010
165,CON-035
167,CON-065
168,CON-067
169,CON-005
