,0
743,CON-047
613,CON-019
812,CON-019
841,CON-022
552,CON-020
879,CON-022
1022,CON-028
1062,CON-014
870,CON-006
158,CON-025
549,CON-001
408,CON-022
940,CON-058
261,CON-045
177,CON-057
969,CON-031
569,CON-029
676,CON-003
316,CON-068
860,CON-059
834,CON-036
803,CON-003
236,CON-006
455,CON-048
89,CON-041
159,CON-026
664,CON-065
152,CON-033
927,CON-048
634,CON-059
625,CON-021
72,CON-021
828,CON-045
380,CON-045
347,CON-029
494,CON-069
558,CON-050
912,CON-060
249,CON-063
572,CON-053
807,CON-056
47,CON-032
288,CON-030
1013,CON-020
968,CON-068
705,CON-059
1055,CON-026
40,CON-057
94,CON-026
745,CON-012
451,CON-049
907,CON-004
717,CON-058
76,CON-041
409,CON-050
200,CON-013
63,CON-019
868,CON-025
777,CON-049
1053,CON-022
611,CON-065
113,CON-037
90,CON-061
693,CON-034
985,CON-033
660,CON-006
160,CON-068
1015,CON-010
138,CON-063
972,CON-055
17,CON-051
509,CON-055
607,CON-012
1044,CON-036
511,CON-034
186,CON-006
405,CON-047
798,CON-003
801,CON-014
452,CON-049
257,CON-069
285,CON-067
414,CON-004
749,CON-016
118,CON-026
298,CON-059
344,CON-012
304,CON-008
588,CON-022
143,CON-061
739,CON-015
784,CON-058
170,CON-055
1025,CON-024
66,CON-056
496,CON-042
384,CON-054
778,CON-029
404,CON-041
519,CON-021
252,CON-067
321,CON-024
1028,CON-057
104,CON-056
924,CON-054
250,CON-034
267,CON-021
226,CON-003
276,CON-024
673,CON-048
876,CON-013
70,CON-053
782,CON-026
35,CON-027
1019,CON-018
553,CON-026
100,CON-047
989,CON-042
574,CON-020
445,CON-067
187,CON-024
654,CON-049
171,CON-043
340,CON-036
822,CON-006
959,CON-050
750,CON-054
981,CON-042
616,CON-011
360,CON-020
107,CON-006
164,CON-017
161,CON-030
55,CON-053
554,CON-042
74,CON-001
950,CON-034
819,CON-032
251,CON-012
67,CON-024
385,CON-019
1010,CON-038
225,CON-064
491,CON-006
684,CON-068
785,CON-006
763,CON-046
505,CON-001
686,CON-004
577,CON-034
233,CON-042
151,CON-010
815,CON-043
662,CON-029
984,CON-036
846,CON-024
65,CON-048
557,CON-001
306,CON-066
430,CON-009
300,CON-025
671,CON-054
610,CON-042
869,CON-035
967,CON-027
295,CON-006
268,CON-061
669,CON-029
487,CON-043
379,CON-019
630,CON-014
501,CON-033
939,CON-041
395,CON-042
431,CON-056
456,CON-008
315,CON-034
309,CON-049
612,CON-046
222,CON-012
77,CON-064
544,CON-067
469,CON-042
535,CON-012
758,CON-059
169,CON-046
762,CON-006
349,CON-060
728,CON-063
904,CON-013
320,CON-004
720,CON-031
337,CON-049
427,CON-023
838,CON-013
131,CON-039
986,CON-044
672,CON-029
926,CON-006
11,CON-058
646,CON-056
543,CON-043
682,CON-067
115,CON-022
568,CON-023
397,CON-018
806,CON-059
483,CON-021
830,CON-019
197,CON-015
629,CON-044
878,CON-065
527,CON-007
706,CON-051
36,CON-036
1058,CON-023
668,CON-061
128,CON-036
374,CON-020
280,CON-029
853,CON-020
274,CON-029
237,CON-013
376,CON-004
343,CON-060
402,CON-059
62,CON-014
598,CON-005
1056,CON-035
943,CON-004
33,CON-012
423,CON-003
323,CON-014
945,CON-006
13,CON-067
850,CON-056
240,CON-019
465,CON-060
202,CON-039
675,CON-031
422,CON-039
760,CON-019
651,CON-057
817,CON-068
198,CON-024
683,CON-009
942,CON-064
446,CON-041
474,CON-003
34,CON-017
220,CON-057
480,CON-020
550,CON-036
1030,CON-049
987,CON-018
741,CON-025
433,CON-006
188,CON-010
141,CON-050
657,CON-001
690,CON-061
971,CON-020
301,CON-012
368,CON-056
911,CON-065
426,CON-011
1034,CON-045
42,CON-038
512,CON-039
204,CON-046
1036,CON-060
811,CON-018
825,CON-017
124,CON-009
555,CON-019
109,CON-068
116,CON-067
454,CON-063
622,CON-051
324,CON-007
773,CON-010
1008,CON-020
302,CON-050
503,CON-026
880,CON-016
91,CON-069
898,CON-019
232,CON-013
571,CON-026
303,CON-032
449,CON-021
975,CON-004
614,CON-067
297,CON-003
761,CON-011
311,CON-050
1005,CON-043
721,CON-054
895,CON-051
963,CON-030
