ASV 0,0.027689056,-0.056917895,-0.2717689,0.22213861,-0.19783826,-0.00407389,0.07469538,0.34852415,0.098135956,0.05922297,-0.038746428,-0.021261249,-0.03204953,-0.1264037,-0.22385496,-0.114234336,0.06963914,0.13212976,0.22321147,0.10559525,0.13857104,-0.12680691,-0.03238075,0.3442356,0.00955783,-0.2500992,-0.028405072,0.16150953
ASV 4,-0.09936287,-0.10021853,0.04772273,-0.039507285,0.019699844,0.09875694,0.19367504,0.08041936,-0.059739497,0.068356775,0.021242924,-0.0038785147,0.052288182,0.16189806,-0.24379314,-0.103961736,-0.27166888,-0.18667702,0.009946644,0.13194002,-0.070118226,0.037152354,-0.11811707,-0.12215629,0.1505744,-0.09368757,-0.021972725,-0.00042813722
ASV 8,-0.073193826,-0.045636673,0.055581946,-0.088740684,-0.011569494,0.1056886,0.18441956,0.06631716,-0.062162783,0.005321274,0.12444933,0.01498334,0.004363629,0.20682399,-0.24545439,-0.06939807,-0.22866464,-0.24082506,-0.030026896,0.1132678,-0.11565361,0.08396619,-0.06716465,-0.12429092,0.17332827,-0.08985778,0.004602515,0.021944147
ASV 9,-0.035827182,-0.07537363,0.08028639,-0.08758119,-0.00661474,0.1583443,0.24219325,0.014133461,-0.08096735,0.038639728,0.032894254,0.033803705,-0.044433456,0.22599255,-0.2698199,-0.13706227,-0.24927118,-0.22358675,-0.06003863,0.13238859,-0.044611163,0.054912098,-0.07960327,-0.08967253,0.12341374,-0.053428654,-0.031929903,-0.004796031
ASV 10,-0.10425041,-0.10375264,0.0685201,-0.062022388,0.019003753,0.15106004,0.18484315,0.08711277,-0.088146344,0.021906527,0.12484713,0.0024572867,-0.015818592,0.209604,-0.18206596,-0.089611985,-0.2421377,-0.21357448,-0.07456159,0.08630488,-0.10258445,0.07224759,-0.07166535,-0.14128648,0.14089853,-0.06725963,-0.05143228,0.01235491
ASV 11,-0.050942168,-0.06278058,0.05145924,-0.1065912,-0.0054722885,0.1693691,0.2586554,0.010440926,-0.05772406,0.066308655,0.00514593,0.028414452,-0.025839724,0.21479884,-0.25242385,-0.11379248,-0.25699496,-0.23177394,-0.045235317,0.14001034,-0.05205048,0.050148953,-0.060602292,-0.11581013,0.13063794,-0.056371298,-0.04168498,0.028787093
ASV 12,-0.06036929,-0.071959205,0.08833269,-0.09134665,0.027392332,0.17118248,0.26883724,0.018622667,-0.072408944,0.07038126,-0.004125462,0.021805625,-0.03123935,0.23366585,-0.2682889,-0.11814378,-0.2553213,-0.22137052,-0.045204375,0.1434415,-0.054402865,0.027428469,-0.0676375,-0.12833707,0.1045244,-0.030592186,-0.025674213,-0.006832823
ASV 13,-0.045920704,-0.07798022,0.09305114,-0.07706357,-0.0064093005,0.16173024,0.24427664,0.014851537,-0.0558418,0.06967552,0.001682353,0.0066094464,-0.039163996,0.23003861,-0.25070488,-0.13330527,-0.26073256,-0.2050763,-0.027906913,0.15243351,-0.068765886,0.052225925,-0.08508537,-0.10567525,0.12169949,-0.050432354,-0.041628927,0.041921716
ASV 14,-0.023391293,-0.039535232,0.0728378,-0.06114229,0.010168067,0.18639575,0.26466337,0.026498115,-0.079676546,0.07469325,0.060299568,0.025496982,-0.06191269,0.23107915,-0.22116077,-0.11469832,-0.21563107,-0.23463677,-0.053152815,0.12761293,-0.086220644,0.012493058,-0.0976144,-0.12072445,0.12872998,-0.003894441,0.010965711,0.06031208
ASV 17,-0.0718741,-0.034320157,0.055638798,-0.11457203,0.040577255,0.19114193,0.26139963,0.03490624,-0.04447878,0.061616782,0.03432389,0.058690537,-0.01737173,0.2343899,-0.23949385,-0.12831305,-0.24668263,-0.2267119,-0.008168883,0.0923974,-0.10330417,-0.012624686,-0.049439915,-0.15206979,0.09415252,-0.023908796,-0.014811819,0.042025287
ASV 23,-0.014314455,-0.06335205,0.11343817,-0.12835991,0.016767986,0.15346348,0.1827691,0.21103737,-0.050307065,0.044700615,0.07274103,-0.020563109,0.022585921,-6.913391e-05,-0.16710262,-0.066645116,-0.2779266,-0.24674669,-0.033802785,0.13314183,-0.08701009,0.065022826,-0.14015992,0.051289067,0.0795237,-0.053531345,0.09764847,0.07712247
ASV 25,-0.13159746,-0.13764064,0.11587387,-0.22910947,0.06288939,0.18365361,0.24550268,0.18624233,-0.09488677,0.00864639,0.1269781,0.03848886,-0.038667038,-0.06579004,-0.1379538,-0.1645485,-0.32768524,-0.17362164,0.01615854,0.2055818,-0.1613476,0.021801453,-0.15405905,0.02947201,0.06854552,-0.03358709,0.11432345,0.011525406
ASV 26,-0.14387809,-0.10028409,0.07648046,-0.20284458,0.05883707,0.17901994,0.25196418,0.2262971,-0.12512396,0.06377118,0.11716067,0.025071418,0.0068429573,-0.04863228,-0.09837985,-0.1113741,-0.28778383,-0.2568512,-0.01267799,0.19954419,-0.14247449,0.022567313,-0.1427937,-0.00905267,0.0121069355,-0.0005706678,0.07901372,0.10033772
ASV 27,-0.09364828,-0.090910934,0.09973896,-0.21903792,0.07068101,0.165749,0.22302018,0.22908355,-0.14666685,-0.0051465225,0.17161582,0.056453936,0.0019415133,-0.041286293,-0.1463714,-0.17000465,-0.29313743,-0.19719139,0.019303741,0.15479757,-0.18391573,0.0023031014,-0.13834195,0.048066206,0.08318821,-0.054546792,0.042279415,0.043902986
ASV 28,-0.09470478,-0.09829035,0.06658907,-0.22731856,0.0014309013,0.19296595,0.26147428,0.24335444,-0.14857444,0.05668983,0.17226228,0.08929235,0.009735702,-0.039510723,-0.14496551,-0.13008218,-0.27955046,-0.22136089,-8.30577e-05,0.17113833,-0.15989426,0.013840809,-0.10764838,0.044896044,0.057735678,-0.052527186,0.10890269,0.030919284
ASV 30,-0.11344152,-0.103089035,0.09572019,-0.2239373,0.039944194,0.16491841,0.2286873,0.23054914,-0.11056287,0.00036749727,0.116560586,0.034707043,0.028541368,-0.0393499,-0.10333266,-0.16488624,-0.33660972,-0.22892667,0.0406675,0.2024626,-0.1270381,0.031950533,-0.14748083,0.049736794,0.026452105,-0.0344473,0.054525796,0.043920536
ASV 32,-0.11269938,-0.074844085,0.13226588,-0.2195743,0.056800134,0.18024413,0.24665126,0.19874202,-0.11200937,0.05350208,0.1556619,0.07061734,-0.024158567,-0.05831149,-0.11256525,-0.16018392,-0.26516277,-0.24080925,0.013676401,0.17479104,-0.17046437,0.023099104,-0.13444813,0.015703326,0.054626532,-0.07252579,0.09033708,0.043330967
ASV 33,-0.07611732,-0.14422512,0.12742195,-0.1888242,0.018773632,0.18869808,0.2018613,0.21356736,-0.11812987,0.0121115055,0.14264384,0.073155314,-0.016223958,-0.05858223,-0.14479487,-0.16497771,-0.34485656,-0.20645034,0.013232131,0.18374932,-0.176469,0.0015425294,-0.16942357,0.01300723,0.028563226,-0.040346213,0.103286885,0.068399236
ASV 38,-0.07635265,-0.06600337,0.09845045,-0.16024663,-0.01934177,0.13103706,0.194065,0.2138738,-0.10012148,0.082580745,0.11954976,-0.0015266929,-0.018412152,0.02380939,-0.092926435,-0.15448704,-0.27982652,-0.2540552,0.022394383,0.12747912,-0.093307845,0.023267394,-0.09474679,0.050713863,0.018190663,-0.10346379,0.062541954,-0.016880764
ASV 42,0.024405802,-0.11822717,0.06593488,-0.044983298,-0.0496768,0.016446905,0.16271617,0.14909546,0.012047826,0.064605504,0.07823561,-0.0118069695,-0.04948934,0.1215907,-0.15169254,-0.14696229,-0.3271703,-0.15659803,0.047275383,0.08943536,-0.04809209,-0.06900313,-0.12641612,-0.095812716,0.05537228,-0.059388816,0.038164318,-0.0084745465
ASV 43,-0.012184098,-0.13726372,0.118763275,-0.064802825,-0.040658254,0.075210735,0.24654886,0.16662067,-0.025516693,-0.0013958354,0.108537905,-0.047871843,-0.049509823,0.10143836,-0.10191222,-0.14045928,-0.22132684,-0.14519352,-0.09760547,0.06557003,-0.046633683,-0.050008144,-0.19235954,-0.050525513,0.09846384,0.017475788,-0.03084665,-0.056387965
ASV 45,-0.10011627,0.0031556662,0.12950082,-0.098825954,-0.07627934,-0.03250127,0.122583784,-0.036663815,-0.133954,-0.04494071,-0.059006717,-0.012504043,-0.118583314,0.083776206,-0.14467114,-0.043649416,-0.21430738,-0.2515459,-0.062274907,0.20415631,-0.21691462,0.031668786,-0.13186878,0.09138138,-0.028692538,-0.012608937,-0.12770873,0.04946883
