,0
743,CON-047
613,CON-019
812,CON-019
841,CON-022
552,CON-020
879,CON-022
1022,CON-028
1062,CON-014
870,CON-006
158,CON-025
549,CON-001
408,CON-022
940,CON-058
261,CON-045
177,CON-057
969,CON-031
569,CON-029
676,CON-003
316,CON-068
860,CON-059
834,CON-036
803,CON-003
236,CON-006
455,CON-048
89,CON-041
159,CON-026
664,CON-065
152,CON-033
927,CON-048
634,CON-059
625,CON-021
72,CON-021
828,CON-045
380,CON-045
347,CON-029
494,CON-069
558,CON-050
912,CON-060
249,CON-063
572,CON-053
807,CON-056
47,CON-032
288,CON-030
1013,CON-020
968,CON-068
705,CON-059
1055,CON-026
40,CON-057
94,CON-026
745,CON-012
451,CON-049
907,CON-004
717,CON-058
76,CON-041
409,CON-050
200,CON-013
63,CON-019
868,CON-025
777,CON-049
1053,CON-022
611,CON-065
113,CON-037
90,CON-061
693,CON-034
985,CON-033
660,CON-006
160,CON-068
1015,CON-010
138,CON-063
972,CON-055
17,CON-051
509,CON-055
607,CON-012
1044,CON-036
511,CON-034
186,CON-006
405,CON-047
798,CON-003
801,CON-014
452,CON-049
257,CON-069
285,CON-067
414,CON-004
749,CON-016
118,CON-026
298,CON-059
344,CON-012
304,CON-008
588,CON-022
143,CON-061
739,CON-015
784,CON-058
170,CON-055
1025,CON-024
66,CON-056
496,CON-042
384,CON-054
778,CON-029
404,CON-041
519,CON-021
252,CON-067
321,CON-024
1028,CON-057
104,CON-056
924,CON-054
250,CON-034
267,CON-021
226,CON-003
276,CON-024
673,CON-048
876,CON-013
70,CON-053
782,CON-026
35,CON-027
1019,CON-018
553,CON-026
100,CON-047
989,CON-042
574,CON-020
445,CON-067
187,CON-024
654,CON-049
171,CON-043
340,CON-036
822,CON-006
959,CON-050
981,CON-042
616,CON-011
