,0
37,CON-016
773,CON-041
311,CON-064
700,CON-025
938,CON-029
286,CON-012
142,CON-014
546,CON-019
840,CON-044
917,CON-051
680,CON-015
785,CON-020
726,CON-050
436,CON-009
71,CON-010
223,CON-021
67,CON-020
243,CON-037
913,CON-026
206,CON-055
679,CON-063
398,CON-045
201,CON-028
102,CON-032
721,CON-067
691,CON-045
234,CON-052
215,CON-023
797,CON-036
489,CON-068
152,CON-065
20,CON-052
956,CON-029
580,CON-050
687,CON-054
731,CON-019
997,CON-024
875,CON-022
587,CON-055
625,CON-068
391,CON-045
633,CON-058
944,CON-025
847,CON-029
973,CON-065
15,CON-021
807,CON-069
470,CON-053
349,CON-061
928,CON-003
1050,CON-044
576,CON-051
557,CON-037
171,CON-018
920,CON-020
190,CON-063
988,CON-008
104,CON-049
613,CON-063
193,CON-069
68,CON-049
653,CON-053
583,CON-021
358,CON-044
340,CON-009
294,CON-005
304,CON-044
264,CON-019
968,CON-063
248,CON-024
539,CON-023
762,CON-006
993,CON-035
242,CON-012
660,CON-053
774,CON-059
244,CON-056
887,CON-039
433,CON-028
850,CON-065
966,CON-012
637,CON-033
208,CON-036
65,CON-038
187,CON-012
295,CON-053
885,CON-063
790,CON-006
491,CON-006
164,CON-006
761,CON-067
939,CON-042
879,CON-056
550,CON-050
694,CON-049
271,CON-056
1014,CON-058
419,CON-061
591,CON-048
889,CON-020
458,CON-065
451,CON-067
554,CON-024
535,CON-013
780,CON-002
743,CON-057
7,CON-032
972,CON-003
616,CON-054
202,CON-025
735,CON-039
728,CON-056
493,CON-030
706,CON-014
281,CON-049
945,CON-069
448,CON-036
309,CON-018
869,CON-065
866,CON-021
91,CON-038
146,CON-046
443,CON-043
510,CON-033
70,CON-021
397,CON-007
421,CON-012
384,CON-010
