,0
548,CON-055
201,CON-043
11,CON-017
685,CON-008
207,CON-004
767,CON-042
248,CON-008
532,CON-010
604,CON-012
1044,CON-046
1034,CON-034
966,CON-063
60,CON-057
375,CON-022
992,CON-014
356,CON-064
872,CON-005
299,CON-017
1012,CON-044
634,CON-008
785,CON-017
1011,CON-043
3,CON-019
806,CON-068
610,CON-023
1007,CON-034
802,CON-031
305,CON-038
165,CON-060
651,CON-042
368,CON-038
904,CON-044
533,CON-066
351,CON-031
874,CON-021
384,CON-010
501,CON-059
451,CON-007
922,CON-015
726,CON-023
969,CON-050
72,CON-027
867,CON-056
1025,CON-019
670,CON-066
335,CON-011
23,CON-004
847,CON-033
302,CON-037
222,CON-030
809,CON-047
889,CON-048
909,CON-050
564,CON-054
602,CON-039
948,CON-046
33,CON-069
476,CON-063
591,CON-048
707,CON-029
856,CON-044
218,CON-027
689,CON-016
135,CON-058
560,CON-018
898,CON-046
473,CON-056
868,CON-004
632,CON-054
466,CON-023
662,CON-009
1037,CON-006
28,CON-012
474,CON-021
920,CON-011
272,CON-017
172,CON-034
886,CON-046
1059,CON-067
629,CON-008
576,CON-068
417,CON-059
12,CON-003
756,CON-024
1001,CON-003
853,CON-029
204,CON-027
330,CON-022
626,CON-041
138,CON-067
1028,CON-028
962,CON-015
614,CON-039
183,CON-013
469,CON-037
109,CON-027
572,CON-043
210,CON-055
743,CON-044
393,CON-030
430,CON-019
217,CON-010
153,CON-048
389,CON-051
327,CON-030
546,CON-011
409,CON-037
454,CON-067
1036,CON-022
378,CON-021
35,CON-032
654,CON-065
447,CON-051
125,CON-029
593,CON-008
383,CON-047
374,CON-060
1058,CON-034
370,CON-024
317,CON-019
284,CON-016
772,CON-067
59,CON-051
450,CON-018
264,CON-054
516,CON-020
575,CON-029
718,CON-052
763,CON-010
212,CON-015
467,CON-064
1033,CON-018
927,CON-020
99,CON-014
990,CON-047
420,CON-001
616,CON-007
259,CON-004
676,CON-029
503,CON-060
659,CON-057
246,CON-036
762,CON-054
601,CON-024
1015,CON-052
464,CON-017
618,CON-054
513,CON-030
107,CON-029
921,CON-015
595,CON-056
130,CON-032
887,CON-052
545,CON-039
638,CON-004
57,CON-043
859,CON-057
1029,CON-013
803,CON-069
364,CON-011
994,CON-036
838,CON-053
282,CON-021
537,CON-013
769,CON-002
740,CON-006
641,CON-048
846,CON-048
143,CON-058
1013,CON-008
1002,CON-039
558,CON-066
818,CON-021
737,CON-049
388,CON-022
938,CON-021
239,CON-026
500,CON-008
257,CON-058
660,CON-057
290,CON-017
487,CON-059
918,CON-017
403,CON-018
863,CON-043
171,CON-052
40,CON-060
1042,CON-009
884,CON-042
1038,CON-052
932,CON-058
506,CON-036
895,CON-054
708,CON-022
208,CON-061
205,CON-034
71,CON-024
168,CON-004
159,CON-053
526,CON-007
943,CON-050
833,CON-036
354,CON-004
37,CON-034
728,CON-030
157,CON-002
310,CON-008
85,CON-046
935,CON-065
711,CON-027
663,CON-044
667,CON-064
127,CON-048
111,CON-014
424,CON-005
314,CON-011
362,CON-036
633,CON-056
764,CON-030
1018,CON-057
432,CON-006
612,CON-003
782,CON-013
975,CON-048
783,CON-052
443,CON-017
640,CON-023
312,CON-065
497,CON-060
732,CON-043
185,CON-013
530,CON-009
1054,CON-021
690,CON-065
1008,CON-007
297,CON-001
841,CON-016
144,CON-010
908,CON-008
1020,CON-047
7,CON-046
959,CON-064
652,CON-011
880,CON-054
704,CON-056
376,CON-057
380,CON-061
542,CON-069
480,CON-034
462,CON-001
903,CON-032
843,CON-034
186,CON-001
877,CON-064
42,CON-008
1061,CON-012
566,CON-064
1062,CON-012
349,CON-042
492,CON-063
52,CON-018
273,CON-027
365,CON-017
1057,CON-008
796,CON-036
493,CON-031
133,CON-022
446,CON-032
517,CON-021
635,CON-032
543,CON-036
964,CON-061
136,CON-044
725,CON-020
154,CON-056
391,CON-060
555,CON-042
192,CON-048
347,CON-027
998,CON-003
169,CON-019
45,CON-026
124,CON-026
568,CON-043
162,CON-049
773,CON-046
1053,CON-025
263,CON-055
666,CON-015
1046,CON-060
156,CON-058
101,CON-037
901,CON-063
581,CON-061
866,CON-022
342,CON-058
550,CON-014
301,CON-009
968,CON-007
324,CON-019
