ASV 0,-0.0022924629,-0.0042458028,-0.15448947,0.032409057,0.035593998,0.08894545,0.15248227,-0.08370824,-0.2601872,-0.06949111,-0.2894509,0.20893085,-0.14379503,0.01635222,-0.18875422,-0.018889766,-0.088566475,-0.10716568,0.1724995,-0.10523541,0.093691625,0.34756395,0.06550006,0.17730221,0.1296334,0.06304779,0.01691003,-0.08890238,0.28420818,0.17736997
ASV 4,-0.04187865,-0.033467487,-0.03041003,-0.044627413,0.043094877,0.028138187,-0.09721721,0.13088845,0.15352851,0.026448812,-0.10469422,0.14395316,0.014515569,-0.008062105,0.16640525,-0.11020501,-0.039730247,0.2589591,-0.11002828,-0.03430884,-0.051672682,-0.042138774,-0.19848265,0.037516233,0.021880466,0.027108999,-0.2298606,-0.09661163,0.07436213,0.1965128
ASV 8,-0.031782746,-0.029223021,-0.0133450655,-0.06660136,0.051765963,0.048769426,-0.11109775,0.10783809,0.17295285,0.016180303,-0.08601321,0.13113935,-0.015925813,-0.04240731,0.18317957,-0.04373231,-0.0415585,0.23933867,-0.11330379,-0.07282042,-0.048949324,-0.04218249,-0.2074527,0.02202449,0.058933392,-0.0034844258,-0.21640792,-0.08157062,0.0789345,0.26325378
ASV 9,-0.0069447276,-0.04581551,0.053413782,-0.13843864,0.05782042,0.045613494,-0.06692107,0.143434,0.1789348,0.009373054,-0.13707674,0.14282939,0.050612815,-0.03556098,0.18565758,-0.07211652,0.039350953,0.22110495,-0.092251934,-0.014776659,-0.08511931,-0.034502603,-0.2519613,0.0019438231,0.03582463,-0.036841232,-0.20891309,-0.15626775,0.063492544,0.20247568
ASV 10,0.0012144404,-0.03404345,0.013207545,-0.08358803,0.092771545,0.06439105,-0.08820896,0.15769441,0.16311517,-0.008760834,-0.1272024,0.17402023,0.007993285,0.003281614,0.16872539,-0.019187411,-0.055849783,0.26409853,-0.07409939,-0.059263002,-0.033241745,-0.020912612,-0.17217341,0.044546142,0.030139867,0.000612748,-0.16955483,-0.10257322,0.07883394,0.2433437
ASV 11,0.006297955,-0.04918982,0.05955233,-0.13337754,0.052784257,0.06596443,-0.043831736,0.14872067,0.14945322,0.011551855,-0.103498526,0.15092146,0.024282498,-0.060138118,0.18934038,-0.09193293,0.027577603,0.24217185,-0.08919573,-0.006204415,-0.101488955,-0.027105091,-0.26419646,-0.028277136,0.029288987,-0.024837308,-0.194931,-0.14348462,0.075427435,0.21199049
ASV 12,-0.0081421705,-0.05792877,0.06751972,-0.14804067,0.08005699,0.04093051,-0.04879832,0.14131755,0.17594239,0.013136044,-0.10805318,0.15762605,0.058520276,-0.03684092,0.1915941,-0.07855924,0.0077486285,0.23363486,-0.112029955,-0.021723267,-0.10470296,-0.04879305,-0.2596753,-0.0038710174,0.059924413,-0.027066017,-0.19708574,-0.15355128,0.06825658,0.20552698
ASV 13,-0.009828399,-0.057045843,0.056439064,-0.13590528,0.06711623,0.035752412,-0.039613854,0.14289913,0.17662343,-0.0008201073,-0.114188716,0.17035602,0.015089095,-0.02823591,0.1622267,-0.08743289,0.013564024,0.24059647,-0.11327164,0.0066345055,-0.072379515,-0.008776757,-0.2642438,-0.0076254406,0.032196037,-0.01025154,-0.20310119,-0.15533248,0.06934934,0.1970221
ASV 14,0.05148095,-0.08260427,0.03184638,-0.09777511,0.033016033,0.08296592,-0.033480063,0.15234761,0.18901375,0.00359688,-0.17071272,0.1591827,0.03426357,-0.014236598,0.1454859,-0.07040702,0.006720702,0.22644374,-0.13467424,-0.021922352,-0.11556374,-0.05828006,-0.2639275,-0.006192101,0.036492158,0.029727176,-0.18116786,-0.12082359,0.048565317,0.17646231
ASV 17,0.05131688,-0.04470751,0.04974164,-0.09326314,0.06937778,0.083268985,-0.05423923,0.12881787,0.18674119,-0.015572445,-0.17096014,0.17204235,0.033195987,-0.022795593,0.19502056,-0.05404049,-0.022152267,0.19986401,-0.110714994,0.0065762023,-0.06766245,-0.024444826,-0.28005815,0.0005761437,0.012221938,0.04012445,-0.2100963,-0.12663232,0.021403965,0.20192313
