,0
828,CON-028
352,CON-020
285,CON-004
854,CON-028
225,CON-054
431,CON-058
864,CON-050
95,CON-046
515,CON-066
176,CON-002
24,CON-006
254,CON-068
573,CON-025
991,CON-028
944,CON-055
450,CON-055
128,CON-065
478,CON-020
691,CON-018
972,CON-061
174,CON-032
826,CON-045
606,CON-002
903,CON-004
932,CON-027
626,CON-003
25,CON-052
511,CON-028
751,CON-031
947,CON-039
725,CON-042
13,CON-026
936,CON-002
291,CON-028
333,CON-032
315,CON-063
115,CON-021
1025,CON-010
603,CON-026
60,CON-060
759,CON-019
966,CON-044
761,CON-045
772,CON-069
753,CON-030
807,CON-005
357,CON-012
780,CON-049
1044,CON-061
100,CON-042
1023,CON-069
304,CON-049
1039,CON-001
34,CON-047
53,CON-044
336,CON-001
1019,CON-031
965,CON-023
836,CON-066
1003,CON-017
746,CON-050
480,CON-048
382,CON-042
1063,CON-016
170,CON-021
500,CON-038
398,CON-035
392,CON-036
324,CON-045
900,CON-051
622,CON-043
964,CON-066
366,CON-050
733,CON-018
110,CON-030
738,CON-043
268,CON-017
764,CON-011
841,CON-009
499,CON-017
639,CON-043
862,CON-051
990,CON-006
370,CON-056
572,CON-035
238,CON-028
212,CON-009
663,CON-032
832,CON-038
1030,CON-058
158,CON-059
719,CON-067
26,CON-058
57,CON-057
46,CON-032
99,CON-043
1036,CON-036
787,CON-059
312,CON-056
1037,CON-037
521,CON-061
144,CON-060
695,CON-064
684,CON-041
446,CON-010
272,CON-063
946,CON-006
63,CON-003
943,CON-005
1017,CON-046
776,CON-013
539,CON-059
1065,CON-021
729,CON-043
831,CON-013
575,CON-050
426,CON-004
112,CON-041
177,CON-043
1014,CON-068
852,CON-016
956,CON-011
816,CON-012
541,CON-044
791,CON-065
347,CON-068
993,CON-006
376,CON-019
