,0
968,1.0
278,1.0
666,0.0
653,1.0
664,1.0
619,0.0
986,1.0
599,1.0
180,1.0
717,1.0
707,0.0
41,0.0
265,1.0
105,1.0
614,0.0
750,1.0
513,1.0
587,1.0
766,0.0
571,0.0
646,0.0
419,1.0
946,0.0
1017,1.0
590,1.0
218,0.0
323,1.0
461,0.0
262,0.0
58,1.0
793,1.0
400,1.0
51,0.0
156,1.0
591,1.0
365,1.0
914,1.0
1011,1.0
427,1.0
12,1.0
456,0.0
942,1.0
498,1.0
40,1.0
1049,1.0
857,0.0
228,1.0
488,0.0
1056,0.0
102,0.0
261,0.0
165,0.0
534,0.0
0,0.0
138,0.0
437,0.0
953,0.0
588,0.0
412,0.0
78,0.0
631,0.0
18,0.0
542,0.0
189,0.0
