,0
2,CON-042
937,CON-068
57,CON-006
528,CON-035
651,CON-046
45,CON-029
210,CON-006
708,CON-050
643,CON-059
316,CON-003
223,CON-022
65,CON-007
478,CON-002
132,CON-042
100,CON-054
912,CON-050
154,CON-067
741,CON-009
10,CON-060
977,CON-055
547,CON-063
888,CON-052
263,CON-063
537,CON-014
618,CON-046
269,CON-021
392,CON-056
400,CON-034
136,CON-067
335,CON-015
1060,CON-002
757,CON-042
769,CON-002
296,CON-006
594,CON-059
816,CON-042
554,CON-015
479,CON-022
817,CON-054
644,CON-058
810,CON-026
448,CON-011
418,CON-042
364,CON-055
894,CON-043
851,CON-019
123,CON-038
367,CON-056
1065,CON-069
972,CON-014
879,CON-028
119,CON-019
366,CON-004
709,CON-028
599,CON-063
783,CON-047
1062,CON-011
583,CON-028
561,CON-045
322,CON-064
1032,CON-061
846,CON-022
859,CON-009
456,CON-065
