,0
968,CON-018
278,CON-008
666,CON-018
256,CON-018
653,CON-031
664,CON-064
619,CON-061
986,CON-019
599,CON-019
180,CON-018
717,CON-025
707,CON-035
41,CON-046
265,CON-020
644,CON-022
105,CON-046
750,CON-056
513,CON-044
587,CON-055
766,CON-023
848,CON-030
571,CON-053
646,CON-016
419,CON-033
946,CON-036
1017,CON-008
590,CON-021
218,CON-032
323,CON-011
461,CON-020
262,CON-041
58,CON-031
793,CON-051
400,CON-010
51,CON-022
156,CON-049
591,CON-025
365,CON-030
914,CON-066
1011,CON-008
427,CON-068
12,CON-032
456,CON-047
942,CON-020
489,CON-067
498,CON-047
40,CON-023
672,CON-018
1049,CON-054
857,CON-017
228,CON-020
751,CON-041
488,CON-068
452,CON-014
1056,CON-037
102,CON-051
261,CON-031
165,CON-032
534,CON-026
0,CON-017
953,CON-003
548,CON-053
906,CON-037
631,CON-024
