,0
22,CON-064
969,CON-047
423,CON-055
465,CON-026
784,CON-069
276,CON-022
1056,CON-053
279,CON-041
272,CON-027
55,CON-032
958,CON-047
870,CON-068
43,CON-067
572,CON-064
214,CON-023
218,CON-069
309,CON-019
555,CON-061
156,CON-057
456,CON-006
712,CON-061
857,CON-058
955,CON-031
360,CON-013
461,CON-011
523,CON-054
80,CON-057
884,CON-054
326,CON-012
17,CON-069
554,CON-004
11,CON-028
110,CON-049
289,CON-019
825,CON-035
516,CON-020
932,CON-022
770,CON-067
856,CON-048
761,CON-003
916,CON-018
56,CON-009
1061,CON-033
271,CON-067
947,CON-058
827,CON-021
655,CON-058
433,CON-010
867,CON-010
186,CON-016
365,CON-025
121,CON-002
177,CON-054
161,CON-034
526,CON-022
154,CON-068
408,CON-068
957,CON-064
418,CON-063
244,CON-035
191,CON-025
15,CON-011
489,CON-047
199,CON-065
694,CON-031
627,CON-043
167,CON-048
832,CON-027
413,CON-004
139,CON-049
424,CON-001
1014,CON-006
731,CON-009
727,CON-053
187,CON-060
1046,CON-018
33,CON-036
4,CON-007
1038,CON-032
913,CON-001
633,CON-039
883,CON-007
434,CON-018
190,CON-025
196,CON-051
390,CON-056
262,CON-013
614,CON-026
108,CON-031
112,CON-032
162,CON-039
986,CON-050
351,CON-068
575,CON-044
613,CON-054
645,CON-043
334,CON-064
427,CON-050
499,CON-056
216,CON-046
497,CON-017
378,CON-013
320,CON-012
717,CON-016
12,CON-054
690,CON-046
603,CON-036
40,CON-031
923,CON-028
100,CON-009
725,CON-006
209,CON-051
763,CON-061
2,CON-015
59,CON-056
1044,CON-069
740,CON-004
683,CON-044
145,CON-027
601,CON-035
693,CON-053
556,CON-019
467,CON-039
542,CON-047
617,CON-069
911,CON-042
936,CON-022
591,CON-044
