,0
937,CON-038
528,CON-036
651,CON-025
708,CON-017
643,CON-019
316,CON-008
223,CON-031
65,CON-003
132,CON-051
154,CON-056
741,CON-035
10,CON-057
977,CON-061
547,CON-018
888,CON-058
263,CON-018
537,CON-034
618,CON-025
269,CON-009
392,CON-050
400,CON-027
136,CON-056
335,CON-022
1060,CON-004
757,CON-051
769,CON-004
296,CON-014
594,CON-019
816,CON-051
554,CON-022
479,CON-031
817,CON-007
644,CON-015
810,CON-026
448,CON-028
418,CON-051
364,CON-061
894,CON-021
851,CON-041
123,CON-064
367,CON-050
1065,CON-039
972,CON-034
879,CON-055
119,CON-041
366,CON-011
709,CON-055
599,CON-018
783,CON-016
1062,CON-028
583,CON-055
561,CON-043
322,CON-047
1032,CON-024
171,CON-020
846,CON-031
327,CON-004
577,CON-011
284,CON-001
895,CON-015
859,CON-035
919,CON-058
72,CON-059
609,CON-067
648,CON-026
899,CON-031
1026,CON-049
491,CON-032
202,CON-022
913,CON-034
640,CON-055
622,CON-036
692,CON-067
942,CON-050
845,CON-035
513,CON-064
974,CON-064
329,CON-058
350,CON-034
259,CON-035
62,CON-011
521,CON-003
40,CON-038
527,CON-046
424,CON-054
114,CON-066
365,CON-006
55,CON-013
978,CON-041
808,CON-053
221,CON-049
601,CON-025
92,CON-044
125,CON-037
770,CON-045
300,CON-065
482,CON-057
39,CON-002
947,CON-004
105,CON-011
128,CON-018
250,CON-051
669,CON-027
624,CON-053
596,CON-051
24,CON-069
686,CON-036
900,CON-045
405,CON-042
44,CON-058
30,CON-021
606,CON-057
438,CON-067
642,CON-036
60,CON-035
77,CON-018
17,CON-065
776,CON-059
240,CON-026
54,CON-024
749,CON-048
68,CON-050
345,CON-008
354,CON-026
792,CON-027
472,CON-003
1006,CON-002
32,CON-033
649,CON-015
295,CON-035
47,CON-056
614,CON-024
897,CON-064
393,CON-006
996,CON-064
703,CON-046
856,CON-061
1041,CON-068
751,CON-064
197,CON-048
148,CON-052
719,CON-061
1055,CON-032
700,CON-008
156,CON-027
464,CON-053
762,CON-029
598,CON-020
821,CON-064
814,CON-034
436,CON-037
677,CON-008
698,CON-030
220,CON-034
395,CON-043
166,CON-014
385,CON-059
1007,CON-058
542,CON-016
717,CON-041
473,CON-037
984,CON-026
587,CON-066
971,CON-033
27,CON-031
82,CON-053
782,CON-011
312,CON-021
1053,CON-030
469,CON-047
728,CON-021
620,CON-034
536,CON-002
1046,CON-002
882,CON-004
676,CON-058
99,CON-065
890,CON-063
341,CON-044
716,CON-039
146,CON-035
652,CON-037
736,CON-014
474,CON-038
374,CON-032
490,CON-060
903,CON-022
177,CON-007
563,CON-026
705,CON-048
435,CON-066
891,CON-011
973,CON-020
838,CON-034
878,CON-016
112,CON-005
833,CON-023
1056,CON-014
758,CON-035
287,CON-013
752,CON-044
690,CON-021
134,CON-066
689,CON-001
988,CON-011
936,CON-060
209,CON-058
701,CON-042
597,CON-031
539,CON-016
25,CON-025
101,CON-056
653,CON-066
4,CON-001
946,CON-054
41,CON-061
452,CON-056
108,CON-051
80,CON-017
501,CON-034
3,CON-060
867,CON-048
960,CON-002
158,CON-023
1042,CON-053
344,CON-043
152,CON-037
793,CON-035
91,CON-017
668,CON-014
203,CON-028
907,CON-067
526,CON-045
836,CON-045
839,CON-023
37,CON-018
88,CON-004
658,CON-019
629,CON-048
586,CON-007
135,CON-053
959,CON-031
268,CON-059
391,CON-015
581,CON-068
342,CON-060
386,CON-046
205,CON-048
477,CON-043
34,CON-010
199,CON-034
14,CON-067
21,CON-012
646,CON-017
824,CON-046
929,CON-042
831,CON-008
853,CON-009
931,CON-043
90,CON-037
630,CON-024
884,CON-025
1020,CON-006
304,CON-060
6,CON-020
102,CON-015
1025,CON-030
189,CON-005
299,CON-027
511,CON-025
825,CON-068
1040,CON-039
954,CON-051
357,CON-033
11,CON-032
723,CON-033
201,CON-042
184,CON-012
340,CON-057
791,CON-052
881,CON-012
70,CON-022
827,CON-061
182,CON-065
530,CON-021
476,CON-016
790,CON-016
1016,CON-029
441,CON-011
945,CON-017
460,CON-037
872,CON-065
445,CON-030
20,CON-030
997,CON-039
967,CON-050
865,CON-050
607,CON-054
987,CON-022
272,CON-056
