,0
613,CON-044
812,CON-044
841,CON-059
552,CON-031
879,CON-059
1022,CON-038
1062,CON-053
549,CON-021
261,CON-025
177,CON-068
969,CON-007
569,CON-047
676,CON-014
316,CON-012
860,CON-057
834,CON-024
803,CON-014
236,CON-039
455,CON-022
89,CON-028
159,CON-067
664,CON-015
152,CON-050
927,CON-022
634,CON-057
625,CON-030
72,CON-030
828,CON-025
380,CON-025
347,CON-047
494,CON-037
558,CON-013
912,CON-001
249,CON-036
572,CON-018
807,CON-032
288,CON-011
968,CON-012
705,CON-057
1055,CON-067
40,CON-068
94,CON-067
745,CON-055
451,CON-016
907,CON-017
717,CON-052
76,CON-028
409,CON-013
200,CON-041
63,CON-044
868,CON-008
777,CON-016
1053,CON-059
985,CON-050
660,CON-039
160,CON-012
1015,CON-010
138,CON-036
17,CON-063
1044,CON-024
257,CON-037
749,CON-056
118,CON-067
344,CON-055
