,0
613,CON-041
812,CON-041
841,CON-031
552,CON-005
879,CON-031
1022,CON-055
1062,CON-034
549,CON-029
177,CON-068
969,CON-059
569,CON-053
676,CON-008
316,CON-038
860,CON-019
834,CON-032
803,CON-008
236,CON-014
455,CON-045
89,CON-067
159,CON-026
664,CON-060
152,CON-042
927,CON-045
634,CON-019
625,CON-009
72,CON-009
828,CON-043
380,CON-043
347,CON-053
494,CON-039
558,CON-017
912,CON-057
249,CON-018
572,CON-001
807,CON-050
47,CON-054
288,CON-033
1013,CON-005
705,CON-019
40,CON-068
745,CON-006
717,CON-015
76,CON-067
409,CON-017
868,CON-030
777,CON-046
985,CON-042
660,CON-014
