,0
937,CON-038
528,CON-036
651,CON-025
708,CON-017
643,CON-019
316,CON-008
223,CON-031
65,CON-003
132,CON-051
154,CON-056
741,CON-035
10,CON-057
977,CON-061
547,CON-018
888,CON-058
263,CON-018
537,CON-034
618,CON-025
269,CON-009
392,CON-050
400,CON-027
136,CON-056
335,CON-022
1060,CON-004
757,CON-051
769,CON-004
296,CON-014
594,CON-019
816,CON-051
554,CON-022
479,CON-031
817,CON-007
644,CON-015
810,CON-026
448,CON-028
418,CON-051
364,CON-061
894,CON-021
851,CON-041
123,CON-064
367,CON-050
1065,CON-039
972,CON-034
879,CON-055
119,CON-041
366,CON-011
709,CON-055
599,CON-018
783,CON-016
1062,CON-028
583,CON-055
561,CON-043
322,CON-047
1032,CON-024
171,CON-020
846,CON-031
327,CON-004
577,CON-011
609,CON-067
899,CON-031
1026,CON-049
491,CON-032
202,CON-022
913,CON-034
