,0
937,1.0
528,1.0
651,0.0
708,1.0
643,0.0
316,1.0
223,1.0
65,1.0
132,1.0
154,1.0
741,1.0
10,0.0
977,0.0
547,1.0
888,0.0
263,1.0
537,1.0
618,0.0
269,0.0
392,1.0
400,0.0
136,0.0
335,1.0
1060,1.0
757,1.0
769,0.0
296,0.0
594,1.0
816,0.0
554,1.0
479,1.0
817,1.0
644,0.0
810,1.0
448,0.0
418,0.0
364,0.0
894,1.0
851,1.0
123,1.0
367,0.0
1065,0.0
972,0.0
879,1.0
119,1.0
366,1.0
709,0.0
599,1.0
783,0.0
1062,0.0
583,1.0
561,0.0
322,0.0
1032,1.0
171,1.0
846,0.0
327,0.0
577,1.0
609,0.0
899,0.0
1026,0.0
491,0.0
202,0.0
913,0.0
