,0
937,CON-012
57,CON-039
528,CON-066
210,CON-039
708,CON-013
643,CON-057
316,CON-014
223,CON-059
65,CON-026
478,CON-048
132,CON-035
912,CON-013
154,CON-003
741,CON-043
10,CON-001
977,CON-060
547,CON-036
888,CON-034
263,CON-036
537,CON-053
618,CON-046
269,CON-030
392,CON-032
400,CON-023
335,CON-069
1060,CON-048
757,CON-035
769,CON-048
296,CON-039
594,CON-057
816,CON-035
554,CON-069
479,CON-059
817,CON-061
644,CON-052
810,CON-067
448,CON-004
418,CON-035
364,CON-060
894,CON-009
851,CON-044
123,CON-005
972,CON-053
879,CON-038
119,CON-044
366,CON-017
709,CON-038
599,CON-036
783,CON-042
1062,CON-004
583,CON-038
561,CON-025
322,CON-054
1032,CON-002
171,CON-041
846,CON-059
327,CON-048
577,CON-017
284,CON-018
895,CON-052
859,CON-043
456,CON-015
919,CON-034
72,CON-007
609,CON-028
648,CON-067
899,CON-059
282,CON-035
1026,CON-065
491,CON-024
202,CON-069
913,CON-053
640,CON-038
622,CON-066
265,CON-011
692,CON-028
942,CON-032
845,CON-043
513,CON-005
974,CON-005
329,CON-034
350,CON-053
259,CON-043
62,CON-017
521,CON-026
40,CON-012
527,CON-016
424,CON-020
114,CON-029
365,CON-055
55,CON-006
978,CON-044
808,CON-047
221,CON-065
16,CON-067
92,CON-049
363,CON-050
125,CON-051
770,CON-022
832,CON-068
553,CON-046
273,CON-059
482,CON-001
39,CON-063
947,CON-048
105,CON-017
18,CON-029
128,CON-036
250,CON-035
669,CON-023
624,CON-047
596,CON-035
24,CON-010
568,CON-019
796,CON-005
405,CON-050
44,CON-034
30,CON-009
606,CON-001
438,CON-028
642,CON-066
60,CON-043
77,CON-036
776,CON-007
240,CON-067
54,CON-002
355,CON-069
749,CON-033
68,CON-032
345,CON-014
354,CON-067
792,CON-023
472,CON-026
1006,CON-063
32,CON-011
649,CON-052
295,CON-043
47,CON-003
614,CON-002
897,CON-005
813,CON-051
922,CON-007
393,CON-055
863,CON-013
996,CON-005
703,CON-016
856,CON-060
1041,CON-068
751,CON-005
197,CON-033
148,CON-045
719,CON-060
1055,CON-024
700,CON-014
156,CON-023
464,CON-047
762,CON-021
598,CON-041
821,CON-005
814,CON-053
436,CON-051
677,CON-014
698,CON-008
395,CON-025
166,CON-039
385,CON-007
1007,CON-034
717,CON-044
473,CON-051
984,CON-067
587,CON-029
971,CON-011
27,CON-059
82,CON-047
1053,CON-008
469,CON-054
620,CON-053
536,CON-063
882,CON-048
676,CON-034
99,CON-064
341,CON-049
652,CON-051
736,CON-039
474,CON-012
647,CON-057
374,CON-024
490,CON-015
903,CON-069
177,CON-061
563,CON-067
705,CON-033
435,CON-029
891,CON-017
297,CON-017
973,CON-041
838,CON-053
878,CON-042
112,CON-031
833,CON-056
1056,CON-039
752,CON-049
690,CON-009
134,CON-029
689,CON-018
988,CON-017
936,CON-015
701,CON-050
597,CON-059
539,CON-042
25,CON-046
101,CON-003
4,CON-018
946,CON-020
41,CON-060
452,CON-003
108,CON-035
80,CON-013
501,CON-053
3,CON-015
867,CON-033
960,CON-063
158,CON-056
1042,CON-047
344,CON-025
152,CON-051
793,CON-043
91,CON-013
668,CON-039
203,CON-004
907,CON-028
526,CON-022
836,CON-022
839,CON-056
37,CON-036
88,CON-048
658,CON-057
629,CON-033
586,CON-061
135,CON-047
959,CON-059
268,CON-007
391,CON-052
581,CON-068
342,CON-015
386,CON-016
205,CON-033
477,CON-025
34,CON-058
199,CON-053
14,CON-028
21,CON-019
646,CON-013
824,CON-016
929,CON-050
831,CON-014
853,CON-030
931,CON-025
90,CON-051
630,CON-002
884,CON-046
1020,CON-055
304,CON-015
6,CON-041
102,CON-052
1025,CON-008
189,CON-031
299,CON-023
511,CON-046
825,CON-068
1040,CON-037
954,CON-035
357,CON-011
11,CON-024
723,CON-011
201,CON-050
184,CON-019
881,CON-019
827,CON-060
182,CON-064
530,CON-009
476,CON-042
1016,CON-021
441,CON-017
460,CON-051
872,CON-064
445,CON-008
1021,CON-025
621,CON-045
889,CON-011
997,CON-037
409,CON-056
347,CON-069
607,CON-020
767,CON-007
987,CON-069
186,CON-050
130,CON-041
115,CON-012
204,CON-032
