,0
870,CON-017
480,CON-015
254,CON-014
990,CON-038
276,CON-066
862,CON-021
335,CON-008
49,CON-008
473,CON-039
146,CON-038
1032,CON-026
1035,CON-030
137,CON-005
106,CON-024
6,CON-001
638,CON-038
527,CON-031
747,CON-058
501,CON-008
636,CON-017
534,CON-027
459,CON-014
122,CON-057
111,CON-016
688,CON-019
627,CON-065
396,CON-016
970,CON-041
764,CON-046
792,CON-035
525,CON-031
428,CON-019
288,CON-010
79,CON-029
767,CON-022
685,CON-035
653,CON-054
928,CON-016
736,CON-003
91,CON-013
95,CON-001
614,CON-037
571,CON-056
41,CON-044
481,CON-028
1061,CON-001
759,CON-045
34,CON-005
679,CON-008
35,CON-019
943,CON-035
323,CON-061
754,CON-009
391,CON-021
268,CON-039
804,CON-054
1014,CON-064
491,CON-065
898,CON-032
197,CON-011
272,CON-055
13,CON-011
877,CON-027
835,CON-054
