,0
579,CON-046
548,CON-016
201,CON-042
11,CON-048
295,CON-044
695,CON-057
685,CON-054
814,CON-053
207,CON-041
767,CON-049
248,CON-054
532,CON-064
604,CON-011
1044,CON-024
1034,CON-060
966,CON-034
60,CON-023
375,CON-057
992,CON-058
356,CON-021
872,CON-007
299,CON-048
1012,CON-014
634,CON-054
785,CON-048
1011,CON-042
3,CON-002
806,CON-043
610,CON-017
1007,CON-060
802,CON-035
305,CON-026
165,CON-056
651,CON-049
368,CON-026
904,CON-014
533,CON-009
351,CON-035
874,CON-069
384,CON-064
501,CON-031
451,CON-059
922,CON-022
726,CON-017
969,CON-050
72,CON-001
867,CON-015
1025,CON-002
670,CON-009
335,CON-005
23,CON-041
847,CON-003
302,CON-006
222,CON-044
809,CON-018
889,CON-068
909,CON-050
564,CON-029
602,CON-061
948,CON-024
33,CON-010
476,CON-034
591,CON-068
707,CON-036
856,CON-014
218,CON-001
689,CON-066
135,CON-004
560,CON-055
898,CON-024
473,CON-015
868,CON-041
632,CON-029
466,CON-017
662,CON-039
1037,CON-052
28,CON-011
474,CON-069
920,CON-005
272,CON-048
172,CON-060
886,CON-024
1059,CON-025
629,CON-054
576,CON-043
417,CON-031
589,CON-025
12,CON-038
756,CON-008
1001,CON-038
853,CON-036
204,CON-001
330,CON-057
626,CON-063
138,CON-025
1028,CON-020
962,CON-022
614,CON-061
183,CON-033
469,CON-006
109,CON-001
572,CON-042
210,CON-016
743,CON-014
393,CON-044
639,CON-001
430,CON-002
217,CON-064
153,CON-068
389,CON-053
327,CON-044
546,CON-005
409,CON-006
454,CON-025
1036,CON-057
378,CON-069
35,CON-032
654,CON-065
447,CON-053
125,CON-036
593,CON-054
383,CON-018
374,CON-056
1058,CON-060
370,CON-008
317,CON-002
284,CON-066
772,CON-025
59,CON-053
450,CON-055
264,CON-029
516,CON-067
575,CON-036
718,CON-046
763,CON-064
212,CON-022
467,CON-021
1033,CON-055
927,CON-067
99,CON-058
990,CON-018
420,CON-013
616,CON-059
259,CON-041
676,CON-036
503,CON-056
659,CON-023
246,CON-027
762,CON-029
601,CON-008
1015,CON-046
464,CON-048
618,CON-029
513,CON-044
107,CON-036
921,CON-022
595,CON-015
130,CON-032
887,CON-046
545,CON-061
638,CON-041
57,CON-042
859,CON-023
1029,CON-033
803,CON-010
364,CON-005
994,CON-027
838,CON-030
282,CON-069
537,CON-033
318,CON-059
242,CON-067
769,CON-037
740,CON-052
641,CON-068
846,CON-068
143,CON-004
1013,CON-054
1002,CON-061
558,CON-009
818,CON-069
737,CON-019
388,CON-057
938,CON-069
239,CON-047
500,CON-054
257,CON-004
660,CON-023
290,CON-048
709,CON-011
120,CON-046
261,CON-051
341,CON-017
487,CON-031
520,CON-029
918,CON-048
403,CON-055
955,CON-024
863,CON-042
171,CON-046
40,CON-056
1042,CON-039
884,CON-049
1038,CON-046
932,CON-004
506,CON-027
895,CON-029
708,CON-057
208,CON-051
205,CON-060
828,CON-041
71,CON-008
168,CON-041
159,CON-030
730,CON-045
526,CON-059
943,CON-050
780,CON-061
833,CON-027
354,CON-041
37,CON-060
728,CON-044
485,CON-025
157,CON-037
310,CON-054
85,CON-024
935,CON-065
711,CON-001
663,CON-014
667,CON-021
127,CON-068
797,CON-029
965,CON-037
377,CON-033
111,CON-058
424,CON-007
314,CON-005
362,CON-027
633,CON-015
764,CON-044
1018,CON-023
432,CON-052
612,CON-038
782,CON-033
975,CON-068
783,CON-046
443,CON-048
640,CON-017
312,CON-065
497,CON-056
732,CON-042
185,CON-033
530,CON-039
1054,CON-069
690,CON-065
1008,CON-059
297,CON-013
841,CON-066
144,CON-064
908,CON-054
1020,CON-018
7,CON-024
959,CON-021
652,CON-005
880,CON-029
704,CON-015
376,CON-023
380,CON-051
542,CON-010
480,CON-060
462,CON-013
903,CON-032
843,CON-060
186,CON-013
877,CON-021
42,CON-054
1061,CON-011
566,CON-021
1062,CON-011
349,CON-049
834,CON-002
492,CON-034
139,CON-063
52,CON-055
273,CON-001
365,CON-048
1057,CON-054
796,CON-027
493,CON-035
517,CON-069
635,CON-032
543,CON-027
964,CON-051
725,CON-067
154,CON-015
391,CON-056
555,CON-049
192,CON-068
347,CON-001
998,CON-038
