,0
579,0.0
548,1.0
201,1.0
11,1.0
295,0.0
695,0.0
685,1.0
814,0.0
207,1.0
767,1.0
248,0.0
532,1.0
604,0.0
1044,1.0
1034,1.0
966,0.0
60,1.0
375,1.0
992,1.0
356,1.0
872,1.0
299,1.0
1012,1.0
634,1.0
785,1.0
1011,0.0
3,0.0
806,1.0
610,1.0
1007,0.0
802,0.0
305,0.0
165,1.0
651,0.0
368,1.0
904,0.0
533,0.0
351,1.0
874,1.0
384,1.0
501,0.0
451,1.0
922,1.0
726,0.0
969,0.0
72,1.0
867,0.0
1025,0.0
670,1.0
335,0.0
23,0.0
847,0.0
302,0.0
222,0.0
809,1.0
889,1.0
909,1.0
564,1.0
602,1.0
948,1.0
33,1.0
476,1.0
591,0.0
707,0.0
856,1.0
218,1.0
689,1.0
135,1.0
560,0.0
898,1.0
473,0.0
868,0.0
632,0.0
466,0.0
662,1.0
1037,1.0
28,0.0
474,1.0
920,0.0
272,1.0
172,1.0
886,1.0
1059,0.0
629,0.0
576,1.0
417,1.0
589,0.0
12,0.0
756,1.0
1001,0.0
853,0.0
204,1.0
330,1.0
626,1.0
138,1.0
1028,1.0
962,1.0
614,1.0
183,1.0
469,0.0
109,1.0
572,1.0
210,0.0
743,0.0
393,0.0
639,0.0
430,1.0
217,1.0
153,0.0
389,1.0
327,0.0
546,1.0
409,1.0
454,1.0
1036,0.0
378,0.0
35,1.0
654,0.0
447,0.0
125,1.0
593,0.0
383,1.0
374,1.0
1058,0.0
370,0.0
317,0.0
284,0.0
772,1.0
59,1.0
450,1.0
264,0.0
516,1.0
575,1.0
718,0.0
763,1.0
212,1.0
467,0.0
1033,0.0
927,1.0
99,0.0
990,0.0
420,0.0
616,1.0
259,0.0
676,0.0
503,1.0
659,0.0
246,1.0
762,0.0
601,0.0
1015,1.0
464,0.0
618,0.0
513,1.0
107,0.0
921,0.0
595,0.0
130,1.0
887,1.0
545,1.0
638,1.0
57,0.0
859,1.0
1029,1.0
803,0.0
364,1.0
994,0.0
838,0.0
282,1.0
537,1.0
318,0.0
242,0.0
769,0.0
740,1.0
641,1.0
846,1.0
143,0.0
1013,1.0
1002,0.0
558,0.0
818,0.0
737,0.0
388,0.0
938,1.0
239,0.0
500,0.0
257,0.0
660,1.0
290,1.0
709,0.0
120,0.0
261,0.0
341,0.0
487,0.0
520,0.0
918,1.0
403,1.0
955,0.0
863,1.0
171,1.0
40,1.0
1042,1.0
884,0.0
1038,1.0
932,0.0
506,1.0
895,1.0
708,1.0
208,0.0
205,0.0
828,0.0
71,0.0
168,0.0
159,1.0
730,0.0
526,0.0
943,1.0
780,0.0
833,1.0
354,1.0
37,1.0
728,1.0
485,0.0
157,1.0
310,1.0
85,1.0
935,1.0
711,1.0
663,1.0
667,0.0
127,0.0
797,0.0
965,0.0
377,0.0
111,1.0
424,0.0
314,0.0
362,0.0
633,1.0
764,0.0
1018,1.0
432,1.0
612,0.0
782,1.0
975,1.0
783,0.0
443,0.0
640,1.0
312,0.0
497,1.0
732,1.0
185,0.0
530,1.0
1054,0.0
690,1.0
1008,1.0
297,0.0
841,1.0
144,0.0
908,1.0
1020,1.0
7,0.0
959,1.0
652,0.0
880,0.0
704,0.0
376,0.0
380,1.0
542,1.0
480,0.0
462,1.0
903,1.0
843,0.0
186,0.0
877,1.0
42,0.0
1061,1.0
566,1.0
1062,0.0
349,1.0
834,0.0
492,1.0
139,0.0
52,0.0
273,1.0
365,1.0
1057,0.0
796,1.0
493,0.0
517,0.0
635,0.0
543,0.0
964,0.0
725,0.0
154,0.0
391,0.0
555,0.0
192,0.0
347,0.0
998,0.0
