C18-neg_Cluster_0373: eicosenoate,0.02017243,0.11622653,-0.01016338,-0.09855972,-0.081513554,0.06788857,0.008782779,-0.09090679,-0.028220614,-0.06893582,-0.14183423,-0.11054621,0.07816471,0.13349073,-0.0111773275,-0.021342319,-0.056982357,0.020613126,0.033991206,0.027173596,0.041653134,0.08355068,0.15089145,-0.020895967,-0.028276151,0.020270104,0.06900584,-0.01726306,0.022013122,0.006329259
HILIC-pos_Cluster_0046: valine,-0.047141343,-0.001104594,-0.033451937,0.039802577,-0.06835496,0.026207792,-0.0037478907,-0.033240452,0.11911006,-0.038764626,0.1820369,0.10524416,-0.057137303,0.05951244,-0.032553457,-0.06195677,0.01979307,-0.05322547,0.061755367,0.06660557,-0.0066566877,0.043941393,-0.1253812,-0.034384813,0.022121254,0.13914299,-0.070037745,0.026079783,-0.0013096245,-0.1925432
HILIC-neg_Cluster_0824: inosine,-0.014023546,-0.032204628,0.12629594,0.070556425,0.07826833,-0.13830209,-0.16288696,0.11257895,0.023098992,0.18978658,-0.014476301,0.14030641,0.047732007,-0.13872387,-0.051747557,0.11165726,0.17477794,0.03292315,0.064280406,-0.13105084,-0.09617393,-0.1057453,-0.07592924,-0.0016745661,0.07897714,-0.25189412,-0.029372914,-0.038196497,0.09405553,0.10009882
HILIC-pos_Cluster_0152: acetylcholine,0.020362942,-0.06186554,-0.08694379,0.11821314,-0.043176215,0.04802512,0.11772948,-0.029185502,0.18927467,0.18031873,0.15773469,0.0011696941,-0.0046012728,0.07903318,0.1744183,0.03457558,-0.054756816,-0.048524395,-0.04531671,0.036821075,-0.06861241,-0.09777405,0.040929694,-0.023975847,-0.12646912,-0.06784693,0.02314692,0.1048833,-0.09511373,-0.22140287
HILIC-neg_Cluster_0105: leucine,-0.07991621,-0.011569495,-0.015803337,0.062183633,-0.015994089,0.008046655,-0.025845954,-0.0505181,0.085147604,-0.07604022,0.14932185,0.127598,-0.062194966,0.06162418,-0.04303486,-0.030976055,0.047712322,-0.040955216,0.040666956,0.061138358,0.024681302,0.07193005,-0.07251071,-0.026330763,0.006117201,0.15259467,-0.017929314,-0.01391747,-0.01876212,-0.1748129
HILIC-neg_Cluster_0035: serine,-0.0017404007,0.0005003112,0.05212085,0.040999535,-0.03494733,0.09893446,0.0030326946,0.11094805,0.13789462,-0.0026509515,0.19044434,0.06926218,-0.15021925,0.023627717,-0.08868953,-0.08672741,0.017270103,-0.09479496,0.050811376,0.033035975,0.006571223,0.029907318,-0.1440537,0.028194137,0.03699846,0.09597221,-0.12938547,0.12547821,0.00013173217,-0.17702669
HILIC-neg_Cluster_0020: lactate,-0.08675706,0.11162139,0.027863443,0.12546828,-0.07061964,0.13735184,0.091163814,0.07206399,0.089506164,-0.044706933,-0.03535294,-0.12724096,-0.07953072,0.1185998,0.08120251,-0.007791045,-0.04763765,-0.15377782,-0.06562243,-0.13376829,-0.076934755,-0.020049915,-0.065946154,0.13218653,0.087965414,-0.024869977,-0.16823368,0.17878175,0.0012843813,-0.08770172
C8-pos_Cluster_0277: stearoyl ethanolamide,-0.03106114,0.04188457,0.15432432,-0.09399182,0.052698717,-0.09559704,0.0019073528,0.043275986,0.09890964,-0.031655118,0.109787546,0.001983725,0.010895979,-0.116996296,0.055485226,0.0572421,-0.06812425,0.04455107,-0.019040527,0.028519217,0.109745756,0.051692937,0.06110982,-0.1400126,-0.06981919,-0.023509046,-0.0051373625,0.08584744,-0.15087022,-0.068077624
C18-neg_Cluster_0045: azelate,-0.11982566,0.124019735,0.0024005603,-0.012347134,-0.14788495,-0.026695525,-0.02266205,-0.07085038,-0.07529222,-0.06352004,-0.09261098,-0.08837478,0.0060150805,0.15992762,0.08823397,-0.0050400617,-0.0074502653,-0.039081186,-0.030626785,0.041140806,-0.018812235,0.14211339,0.035776738,0.03407235,0.02312385,-0.017065102,0.08087822,-0.011924016,-0.01651871,-0.13285449
HILIC-neg_Cluster_0392: citrate,-0.032422636,-0.09739133,-0.015903426,0.15773004,-0.1406051,-0.010007576,0.023942573,0.061841987,-0.0127993105,-0.09363383,-0.11864108,-0.07707738,-0.05867386,0.081112996,-0.038360447,0.052013703,0.023477854,-0.26123646,-0.11358388,-0.09436128,-0.08383374,0.1463054,-0.0004239355,0.035500962,0.099325724,0.039840154,-0.06720448,0.008149914,0.083679624,-0.09449107
HILIC-neg_Cluster_0166: glutamate,-0.121068984,-0.036013283,0.02231765,0.118065186,0.019927049,-0.07242167,-0.021066533,-0.018338677,0.053826984,-0.014195966,0.11053156,0.14609665,-0.099089295,0.112607196,-0.05580566,-0.012641357,-0.000743709,-0.11363755,0.027781613,0.056592073,0.019950012,0.12533836,-0.049991176,-0.038449515,-0.043124177,0.13471903,-0.009409785,0.05416818,0.020773657,-0.13305268
HILIC-neg_Cluster_1126: docosapentaenoate,0.06275778,0.115048826,-0.01845852,-0.074794866,-0.0758886,0.13228849,0.0018473254,-0.093053356,0.028435314,-0.062608786,-0.11869671,-0.08633977,0.07138494,0.17541379,-0.04770317,-0.05090673,-0.07420442,-0.034744777,0.07420971,-0.026922308,0.04963519,0.03080031,0.1450604,-0.070077874,-0.036889654,0.038219493,0.015901694,0.03684637,0.070800714,0.014070452
