,0
968,CON-057
278,CON-041
666,CON-057
345,CON-034
256,CON-057
653,CON-005
664,CON-002
619,CON-048
986,CON-053
599,CON-053
180,CON-057
717,CON-065
707,CON-012
41,CON-018
265,CON-049
644,CON-001
105,CON-018
614,CON-038
750,CON-006
513,CON-033
587,CON-009
766,CON-022
848,CON-038
571,CON-028
646,CON-066
419,CON-026
946,CON-016
1017,CON-041
590,CON-067
218,CON-054
323,CON-044
461,CON-049
262,CON-047
58,CON-005
793,CON-030
400,CON-011
51,CON-001
156,CON-063
591,CON-065
365,CON-038
914,CON-017
1011,CON-041
427,CON-056
12,CON-054
456,CON-036
942,CON-049
489,CON-013
498,CON-036
40,CON-022
672,CON-057
1049,CON-043
857,CON-003
228,CON-049
751,CON-047
488,CON-056
694,CON-035
845,CON-058
201,CON-035
452,CON-046
979,CON-008
1056,CON-020
102,CON-030
346,CON-020
975,CON-042
261,CON-005
870,CON-019
165,CON-054
534,CON-021
0,CON-003
138,CON-005
635,CON-056
437,CON-054
307,CON-029
890,CON-063
953,CON-031
588,CON-023
972,CON-053
774,CON-010
412,CON-043
580,CON-006
730,CON-022
548,CON-028
78,CON-034
906,CON-020
631,CON-010
18,CON-015
496,CON-055
716,CON-022
1019,CON-051
64,CON-060
923,CON-023
108,CON-046
1064,CON-020
133,CON-006
438,CON-031
1047,CON-027
641,CON-003
257,CON-047
787,CON-055
928,CON-055
389,CON-048
542,CON-016
189,CON-051
803,CON-057
298,CON-046
712,CON-046
135,CON-038
56,CON-010
244,CON-052
776,CON-066
943,CON-035
35,CON-012
654,CON-061
363,CON-035
430,CON-008
80,CON-058
924,CON-016
602,CON-033
506,CON-058
886,CON-002
92,CON-002
695,CON-038
909,CON-053
258,CON-059
206,CON-039
123,CON-068
93,CON-021
103,CON-065
246,CON-047
220,CON-066
816,CON-063
786,CON-044
819,CON-054
465,CON-017
453,CON-004
775,CON-020
395,CON-038
472,CON-043
872,CON-022
470,CON-012
795,CON-008
1010,CON-038
596,CON-004
1006,CON-003
1014,CON-039
321,CON-022
507,CON-049
1015,CON-029
209,CON-001
328,CON-055
43,CON-030
288,CON-020
742,CON-049
348,CON-056
911,CON-042
869,CON-050
920,CON-004
213,CON-045
129,CON-030
352,CON-020
364,CON-023
832,CON-004
113,CON-023
1044,CON-033
815,CON-038
643,CON-009
458,CON-048
681,CON-026
1048,CON-002
1053,CON-059
172,CON-064
349,CON-051
1033,CON-010
702,CON-021
797,CON-059
468,CON-043
127,CON-049
30,CON-064
784,CON-059
150,CON-035
528,CON-017
333,CON-022
892,CON-012
191,CON-046
859,CON-049
482,CON-060
431,CON-039
569,CON-003
311,CON-006
386,CON-016
297,CON-038
163,CON-056
128,CON-025
111,CON-001
525,CON-066
519,CON-069
555,CON-009
708,CON-061
1036,CON-035
779,CON-032
613,CON-024
66,CON-058
39,CON-049
318,CON-067
1039,CON-006
296,CON-047
582,CON-054
731,CON-021
435,CON-003
350,CON-032
134,CON-037
316,CON-008
605,CON-057
79,CON-035
130,CON-069
454,CON-003
492,CON-054
50,CON-026
823,CON-045
798,CON-001
770,CON-056
867,CON-058
713,CON-050
660,CON-012
216,CON-061
158,CON-067
4,CON-063
649,CON-019
73,CON-003
16,CON-066
267,CON-022
531,CON-008
879,CON-041
393,CON-067
572,CON-042
608,CON-003
735,CON-043
922,CON-027
696,CON-037
193,CON-029
462,CON-057
771,CON-066
985,CON-033
780,CON-031
710,CON-035
302,CON-016
353,CON-036
540,CON-012
891,CON-043
628,CON-020
57,CON-006
532,CON-038
304,CON-026
677,CON-067
950,CON-034
290,CON-024
982,CON-030
566,CON-058
689,CON-044
530,CON-056
855,CON-016
32,CON-004
939,CON-069
768,CON-015
847,CON-043
83,CON-029
388,CON-030
184,CON-005
90,CON-057
629,CON-011
668,CON-053
850,CON-041
966,CON-066
505,CON-057
866,CON-027
385,CON-045
574,CON-035
885,CON-035
235,CON-011
970,CON-015
535,CON-006
300,CON-041
563,CON-041
944,CON-020
347,CON-052
76,CON-064
1009,CON-035
322,CON-003
169,CON-043
95,CON-035
754,CON-015
615,CON-049
295,CON-051
174,CON-045
276,CON-026
723,CON-055
335,CON-015
467,CON-029
662,CON-066
864,CON-029
