,0
0,0
1,3
2,4
3,5
4,6
5,7
6,8
7,10
8,11
9,12
10,13
11,14
12,15
13,17
14,18
15,19
16,21
17,23
18,24
19,25
20,26
21,27
22,28
23,29
24,30
25,31
26,33
27,34
28,35
29,36
30,37
31,38
32,39
33,40
34,42
35,43
36,44
37,46
38,47
39,48
40,49
41,50
42,51
43,52
44,53
45,56
46,58
47,59
48,60
49,62
50,65
51,66
52,67
53,68
54,69
55,70
56,71
57,72
58,73
59,75
60,77
61,78
62,79
63,80
64,81
65,82
66,83
67,84
68,85
69,86
70,87
71,88
72,89
73,90
74,91
75,92
76,93
77,94
78,95
79,96
80,98
81,100
82,101
83,102
84,103
85,104
86,106
87,107
88,108
89,110
90,111
91,113
92,114
93,116
94,119
95,120
96,121
97,123
98,124
99,125
100,127
101,128
102,130
103,131
104,132
105,133
106,134
107,135
108,136
109,137
110,138
111,140
112,142
113,143
114,145
115,146
116,147
117,148
118,149
119,150
120,151
121,152
122,153
123,154
