,0
548,CON-056
201,CON-035
11,CON-022
295,CON-029
695,CON-068
685,CON-061
814,CON-018
207,CON-028
767,CON-016
248,CON-061
532,CON-054
604,CON-004
1044,CON-027
1034,CON-001
966,CON-023
60,CON-064
375,CON-068
992,CON-052
356,CON-030
872,CON-026
299,CON-022
1012,CON-053
634,CON-061
785,CON-022
1011,CON-035
3,CON-048
806,CON-009
610,CON-006
1007,CON-001
802,CON-066
305,CON-067
165,CON-032
651,CON-016
368,CON-067
904,CON-053
533,CON-043
351,CON-066
874,CON-037
384,CON-054
501,CON-007
451,CON-057
922,CON-059
726,CON-006
969,CON-013
72,CON-021
867,CON-069
1025,CON-048
670,CON-043
335,CON-045
23,CON-028
302,CON-039
222,CON-029
809,CON-049
889,CON-012
909,CON-013
564,CON-047
602,CON-002
948,CON-027
33,CON-010
476,CON-023
591,CON-012
707,CON-024
856,CON-053
218,CON-021
689,CON-065
135,CON-017
560,CON-060
898,CON-027
473,CON-069
868,CON-028
632,CON-047
466,CON-006
662,CON-033
1037,CON-034
28,CON-004
474,CON-037
920,CON-045
272,CON-022
172,CON-001
886,CON-027
1059,CON-008
629,CON-061
576,CON-009
417,CON-007
589,CON-008
12,CON-005
756,CON-058
1001,CON-005
853,CON-024
204,CON-021
330,CON-068
626,CON-036
138,CON-008
1028,CON-031
962,CON-059
614,CON-002
183,CON-050
469,CON-039
109,CON-021
572,CON-035
210,CON-056
743,CON-053
393,CON-029
639,CON-021
430,CON-048
217,CON-054
153,CON-012
389,CON-018
327,CON-029
1036,CON-068
378,CON-037
654,CON-015
1058,CON-001
370,CON-058
575,CON-024
718,CON-046
467,CON-030
1033,CON-060
99,CON-052
990,CON-049
420,CON-041
259,CON-028
676,CON-024
659,CON-064
601,CON-058
464,CON-022
618,CON-047
107,CON-024
