,0
22,CON-057
969,CON-054
423,CON-025
465,CON-005
784,CON-056
276,CON-017
1056,CON-044
272,CON-046
736,CON-053
55,CON-060
870,CON-022
214,CON-063
218,CON-056
309,CON-002
555,CON-008
156,CON-007
456,CON-023
712,CON-008
857,CON-024
955,CON-028
360,CON-050
461,CON-053
523,CON-010
80,CON-007
884,CON-010
326,CON-048
17,CON-056
554,CON-012
11,CON-004
71,CON-058
110,CON-047
289,CON-002
825,CON-043
516,CON-032
932,CON-017
770,CON-038
856,CON-019
761,CON-020
916,CON-051
56,CON-068
1061,CON-009
271,CON-038
947,CON-024
827,CON-027
655,CON-024
433,CON-069
186,CON-042
365,CON-035
121,CON-039
177,CON-010
161,CON-006
526,CON-017
154,CON-022
957,CON-057
244,CON-043
191,CON-035
413,CON-012
424,CON-034
1014,CON-023
731,CON-068
913,CON-034
196,CON-036
614,CON-005
684,CON-001
