,0
539,CON-058
870,CON-015
480,CON-005
389,CON-058
254,CON-004
990,CON-021
276,CON-012
862,CON-068
335,CON-014
49,CON-014
473,CON-010
146,CON-021
1032,CON-066
364,CON-028
1035,CON-017
137,CON-031
106,CON-011
6,CON-049
638,CON-021
527,CON-016
747,CON-044
501,CON-014
636,CON-015
534,CON-039
459,CON-004
122,CON-023
111,CON-063
688,CON-042
627,CON-050
396,CON-063
970,CON-057
764,CON-019
792,CON-060
525,CON-016
428,CON-042
288,CON-036
79,CON-054
767,CON-056
685,CON-060
653,CON-028
928,CON-063
736,CON-002
91,CON-052
103,CON-030
95,CON-049
614,CON-046
571,CON-001
41,CON-051
481,CON-045
1061,CON-049
759,CON-009
34,CON-031
35,CON-042
943,CON-060
323,CON-029
781,CON-061
864,CON-016
17,CON-023
754,CON-058
391,CON-068
253,CON-019
65,CON-025
268,CON-010
804,CON-028
