,0
539,0.0
870,1.0
480,1.0
389,0.0
254,0.0
990,1.0
276,1.0
862,1.0
335,0.0
49,1.0
473,0.0
146,0.0
1032,1.0
364,0.0
1035,1.0
137,1.0
106,1.0
6,0.0
638,0.0
527,1.0
747,1.0
501,1.0
636,1.0
534,1.0
459,1.0
122,1.0
111,1.0
688,1.0
627,0.0
396,1.0
970,0.0
764,1.0
792,1.0
525,1.0
428,1.0
288,1.0
79,0.0
767,0.0
685,0.0
653,0.0
928,0.0
736,1.0
91,1.0
103,0.0
95,1.0
614,1.0
571,1.0
41,0.0
481,0.0
1061,0.0
759,1.0
34,1.0
679,1.0
35,0.0
153,1.0
483,1.0
943,0.0
720,1.0
516,1.0
729,1.0
323,0.0
250,1.0
419,1.0
781,0.0
875,1.0
864,0.0
493,1.0
868,1.0
561,1.0
17,0.0
754,0.0
391,0.0
253,0.0
1028,1.0
485,1.0
65,0.0
199,1.0
892,1.0
349,1.0
678,1.0
268,0.0
790,1.0
804,0.0
805,1.0
1014,0.0
1058,1.0
491,0.0
898,0.0
610,1.0
560,1.0
695,1.0
197,0.0
550,1.0
1019,0.0
439,1.0
714,1.0
594,1.0
631,1.0
272,0.0
160,1.0
354,1.0
13,0.0
971,0.0
162,1.0
454,0.0
877,0.0
281,1.0
572,0.0
248,0.0
1006,1.0
509,1.0
835,0.0
1013,1.0
59,0.0
924,0.0
182,0.0
757,1.0
476,0.0
123,0.0
845,0.0
187,0.0
327,1.0
3,0.0
203,0.0
464,1.0
727,0.0
850,0.0
794,0.0
664,1.0
737,0.0
586,1.0
261,1.0
701,1.0
2,0.0
1063,0.0
916,1.0
826,1.0
913,0.0
378,1.0
818,1.0
73,0.0
120,1.0
1000,1.0
569,1.0
114,0.0
541,0.0
545,0.0
976,1.0
590,1.0
587,1.0
374,1.0
1034,1.0
8,1.0
618,0.0
56,1.0
613,1.0
750,1.0
692,0.0
85,0.0
239,1.0
165,1.0
214,0.0
128,0.0
732,1.0
945,0.0
502,0.0
256,1.0
635,0.0
848,0.0
204,0.0
211,0.0
82,1.0
514,1.0
470,1.0
615,1.0
210,1.0
194,0.0
549,0.0
874,0.0
1031,1.0
226,1.0
50,0.0
833,0.0
715,0.0
565,0.0
331,1.0
209,0.0
234,1.0
624,1.0
1048,1.0
744,0.0
879,0.0
245,0.0
621,0.0
1039,0.0
456,1.0
931,0.0
585,0.0
646,1.0
217,0.0
405,1.0
1060,0.0
1047,0.0
47,0.0
554,1.0
676,1.0
19,0.0
387,0.0
359,1.0
1015,0.0
718,0.0
322,1.0
889,0.0
455,1.0
876,0.0
320,1.0
375,1.0
184,1.0
1007,0.0
60,1.0
325,1.0
950,1.0
317,0.0
981,0.0
632,0.0
810,0.0
110,1.0
795,0.0
1054,0.0
857,0.0
101,0.0
263,0.0
887,0.0
503,1.0
748,1.0
1003,0.0
406,0.0
724,1.0
188,1.0
12,1.0
652,0.0
86,0.0
337,1.0
690,1.0
756,1.0
408,0.0
948,0.0
466,1.0
139,0.0
603,1.0
314,1.0
166,1.0
282,0.0
700,1.0
1062,0.0
682,1.0
966,1.0
856,0.0
951,0.0
412,0.0
124,0.0
891,1.0
195,1.0
16,0.0
822,0.0
524,1.0
360,1.0
452,0.0
496,0.0
108,0.0
432,0.0
23,0.0
884,0.0
69,0.0
959,1.0
719,0.0
852,1.0
637,0.0
684,1.0
358,1.0
746,1.0
930,0.0
74,0.0
228,1.0
558,1.0
279,0.0
949,1.0
113,0.0
462,1.0
1045,1.0
301,0.0
619,0.0
61,0.0
368,0.0
762,0.0
681,0.0
855,0.0
784,0.0
347,0.0
988,0.0
