,0
811,CON-014
969,CON-043
209,CON-034
694,CON-039
803,CON-028
440,CON-046
528,CON-058
545,CON-028
483,CON-051
939,CON-063
562,CON-031
476,CON-050
800,CON-044
861,CON-021
58,CON-005
259,CON-033
133,CON-056
884,CON-068
88,CON-014
865,CON-043
566,CON-034
690,CON-019
1065,CON-047
700,CON-045
269,CON-025
735,CON-003
678,CON-033
758,CON-006
654,CON-061
949,CON-036
260,CON-037
909,CON-050
205,CON-043
637,CON-023
379,CON-024
902,CON-028
810,CON-058
711,CON-057
463,CON-005
886,CON-009
185,CON-023
84,CON-042
609,CON-005
279,CON-057
28,CON-031
164,CON-016
27,CON-030
48,CON-014
251,CON-056
793,CON-020
330,CON-007
868,CON-048
162,CON-058
409,CON-026
61,CON-023
942,CON-044
851,CON-051
662,CON-067
371,CON-026
106,CON-068
51,CON-019
207,CON-036
840,CON-022
342,CON-006
310,CON-015
101,CON-036
256,CON-032
950,CON-056
591,CON-052
670,CON-063
1022,CON-027
708,CON-017
847,CON-019
452,CON-054
943,CON-056
954,CON-060
125,CON-006
285,CON-050
10,CON-021
893,CON-001
876,CON-058
472,CON-051
561,CON-012
671,CON-022
1054,CON-017
93,CON-051
30,CON-006
474,CON-002
309,CON-027
773,CON-034
841,CON-046
632,CON-051
985,CON-006
989,CON-056
1051,CON-007
429,CON-051
659,CON-006
423,CON-030
239,CON-047
703,CON-043
580,CON-023
252,CON-052
726,CON-033
844,CON-020
92,CON-054
831,CON-064
204,CON-044
616,CON-030
201,CON-031
529,CON-048
152,CON-024
994,CON-020
555,CON-018
150,CON-028
87,CON-026
346,CON-019
771,CON-055
103,CON-014
875,CON-010
39,CON-008
358,CON-018
941,CON-054
862,CON-059
680,CON-065
141,CON-015
131,CON-036
122,CON-037
980,CON-022
