,0
1059,CON-058
314,CON-048
587,CON-038
1035,CON-008
27,CON-025
242,CON-045
323,CON-024
751,CON-004
526,CON-060
251,CON-037
613,CON-012
55,CON-065
965,CON-056
183,CON-020
14,CON-069
31,CON-045
510,CON-037
327,CON-012
329,CON-045
940,CON-067
838,CON-038
45,CON-015
105,CON-030
808,CON-007
1,CON-005
652,CON-010
840,CON-025
783,CON-046
1020,CON-046
978,CON-051
241,CON-068
1062,CON-067
674,CON-041
742,CON-061
264,CON-015
833,CON-019
872,CON-031
334,CON-016
623,CON-026
350,CON-010
311,CON-057
276,CON-029
457,CON-045
918,CON-050
617,CON-051
287,CON-032
285,CON-024
1053,CON-009
337,CON-051
604,CON-009
683,CON-041
147,CON-059
211,CON-033
437,CON-020
205,CON-013
278,CON-034
563,CON-008
265,CON-052
611,CON-008
785,CON-056
316,CON-030
787,CON-061
260,CON-050
987,CON-020
436,CON-032
412,CON-067
847,CON-002
638,CON-043
695,CON-046
275,CON-007
484,CON-050
408,CON-068
1047,CON-017
968,CON-030
737,CON-069
248,CON-004
531,CON-043
527,CON-066
931,CON-069
479,CON-052
524,CON-053
983,CON-019
294,CON-055
514,CON-008
602,CON-010
110,CON-048
388,CON-055
684,CON-069
835,CON-067
929,CON-047
65,CON-011
961,CON-039
335,CON-069
675,CON-052
708,CON-004
839,CON-038
1021,CON-049
224,CON-052
99,CON-013
619,CON-009
494,CON-011
554,CON-046
268,CON-041
407,CON-029
578,CON-041
404,CON-015
518,CON-036
544,CON-054
830,CON-028
963,CON-063
125,CON-015
1009,CON-041
60,CON-033
393,CON-043
645,CON-005
525,CON-007
668,CON-048
632,CON-009
758,CON-012
801,CON-017
662,CON-039
330,CON-021
8,CON-060
103,CON-020
551,CON-001
262,CON-016
293,CON-028
449,CON-022
406,CON-055
418,CON-045
54,CON-044
30,CON-030
805,CON-030
1039,CON-033
1056,CON-036
485,CON-007
383,CON-013
915,CON-053
512,CON-016
615,CON-049
1051,CON-057
731,CON-009
920,CON-043
988,CON-029
400,CON-052
338,CON-064
443,CON-038
1008,CON-048
846,CON-008
150,CON-061
879,CON-039
521,CON-060
799,CON-061
252,CON-042
688,CON-049
943,CON-065
149,CON-069
816,CON-036
1065,CON-041
495,CON-026
333,CON-044
1055,CON-022
982,CON-006
762,CON-044
486,CON-046
822,CON-027
214,CON-068
888,CON-021
461,CON-005
5,CON-057
818,CON-068
722,CON-052
767,CON-009
225,CON-059
694,CON-056
155,CON-063
730,CON-009
530,CON-069
351,CON-064
1044,CON-044
870,CON-053
658,CON-044
866,CON-019
547,CON-066
549,CON-045
1002,CON-021
116,CON-034
649,CON-004
37,CON-050
952,CON-056
953,CON-015
1058,CON-022
164,CON-005
40,CON-052
621,CON-035
857,CON-037
628,CON-019
1027,CON-048
280,CON-002
430,CON-014
310,CON-023
641,CON-032
553,CON-006
18,CON-061
450,CON-042
559,CON-055
325,CON-014
660,CON-014
844,CON-024
62,CON-026
79,CON-011
723,CON-020
202,CON-013
798,CON-052
189,CON-044
567,CON-025
513,CON-036
209,CON-039
385,CON-021
1057,CON-057
490,CON-064
376,CON-032
2,CON-048
507,CON-049
739,CON-016
266,CON-005
836,CON-047
699,CON-022
493,CON-009
980,CON-037
38,CON-002
1007,CON-004
770,CON-066
462,CON-022
145,CON-045
871,CON-049
639,CON-066
792,CON-058
500,CON-013
362,CON-020
441,CON-028
756,CON-007
591,CON-009
50,CON-006
168,CON-049
814,CON-058
911,CON-052
923,CON-049
556,CON-033
470,CON-002
179,CON-003
1019,CON-054
349,CON-043
372,CON-013
912,CON-005
815,CON-050
39,CON-018
907,CON-046
932,CON-065
162,CON-027
233,CON-048
681,CON-014
220,CON-032
793,CON-008
1023,CON-069
744,CON-055
174,CON-068
1064,CON-003
1049,CON-028
520,CON-006
10,CON-049
107,CON-026
68,CON-042
422,CON-065
460,CON-039
272,CON-017
321,CON-033
863,CON-004
1000,CON-056
985,CON-058
558,CON-036
20,CON-020
964,CON-033
402,CON-060
445,CON-031
301,CON-015
71,CON-061
536,CON-015
990,CON-030
119,CON-022
76,CON-006
48,CON-031
795,CON-025
849,CON-068
121,CON-020
130,CON-041
247,CON-051
626,CON-020
1022,CON-039
343,CON-039
