,0
0,1
1,2
2,3
3,4
4,5
5,6
6,7
7,9
8,11
9,12
10,13
11,14
12,15
13,16
14,19
15,20
16,21
17,22
18,23
19,24
20,25
21,27
22,29
23,30
24,31
25,32
26,33
27,36
28,37
29,38
30,39
31,41
32,42
33,43
34,44
35,45
36,46
37,48
38,49
39,50
40,51
41,52
42,53
43,54
44,55
45,56
46,57
47,58
48,59
49,60
50,61
51,62
52,63
53,64
54,65
55,67
56,68
57,69
58,70
59,71
60,72
61,73
62,74
63,75
64,76
65,79
66,80
67,81
68,82
69,85
70,86
71,87
72,88
73,89
74,92
75,93
76,95
77,97
78,98
79,99
80,100
81,101
82,103
83,104
84,105
85,106
86,108
87,109
88,110
89,111
90,112
91,113
92,114
93,115
94,116
95,117
96,118
97,119
98,121
99,122
100,123
101,124
102,125
103,126
104,129
105,130
106,132
107,134
108,135
109,136
110,137
111,138
112,139
113,140
114,141
115,143
116,144
117,145
118,146
119,147
120,148
121,149
122,150
123,154
