C18-neg_Cluster_0111: dodecanedioic acid,-0.02488386,0.08376349,0.037118908,-0.23154284,0.09901936,-0.05111494,-0.04462515,0.07630596,0.11562206,0.09321296,0.069467016,0.087461725,-0.030590432,0.021895804,-0.064368956,0.03631976,0.10220504,0.10301777,0.07642217,-0.018344367,-0.008664285,-0.04595065,-0.07847789,-0.044186458,-0.008593502,0.035821024,-0.004157445,0.013585716,-0.022867974
C18-neg_Cluster_0591: eicosatrienoic acid,0.0058887056,-0.078632586,0.08464482,-0.16904162,0.110793516,-0.08445785,-0.018183582,0.038793415,0.037292536,-0.028531853,0.11024085,0.15056162,-0.029084377,-0.10722271,-0.040909965,0.0918345,0.048506323,0.011047907,-0.0029205498,-0.046375383,-0.08477085,0.026242862,-0.037407707,-0.033235822,0.005916669,0.0406744,-0.0355592,0.011110899,-0.061586205
HILIC-pos_Cluster_0447: ADMA,-0.009964618,0.08678386,-0.07285705,-0.07856887,0.1424058,0.019707832,0.0015170297,-0.06371222,0.057369534,-0.04583236,-0.06363345,-0.24311623,0.09147647,0.017574344,0.07095318,-0.026606696,-0.11211352,-0.007083399,-0.02812626,-0.0077537396,0.0057605184,-0.12071938,-0.08637447,-0.07236442,-0.048109874,-0.021186445,-0.04401037,0.00020014789,0.014569228
C18-neg_Cluster_0373: eicosenoate,0.005817011,-0.07862193,0.084682494,-0.16904593,0.110798076,-0.084449925,-0.018143725,0.0387286,0.037256524,-0.028524093,0.11014383,0.15065904,-0.029121106,-0.10722189,-0.04080828,0.09187799,0.048521746,0.011033008,-0.0028945762,-0.04630314,-0.084714904,0.026182253,-0.037400395,-0.03331374,0.006016289,0.040757094,-0.035555776,0.011177948,-0.061582904
HILIC-pos_Cluster_0160: glutamate,-0.047505826,0.08644281,-0.031902164,-0.03201655,0.17969154,0.055540733,0.07469169,-0.059127674,0.07496657,0.14446838,-0.0748751,-0.12423181,-0.016415866,-0.037394356,0.06574212,-0.05438454,-0.026475139,0.05471346,0.014190992,0.028668672,0.11264572,-0.045653492,-0.0971395,0.0053465813,0.068858735,-0.11256977,-0.08427549,-0.011507724,0.06886066
C8-pos_Cluster_0166: sphingosine,0.021546742,-0.05786112,0.010367707,0.024195014,0.069557175,-0.033923518,0.056808,-0.09958182,-0.11845039,-0.18793112,-0.019157762,0.07957562,0.08787777,-0.1787253,-0.09629322,0.11243544,-0.010498011,0.043005317,-0.10900674,0.030529289,0.065848105,0.0857659,0.040357593,0.021648824,0.074699484,-0.09226533,-0.046839718,-0.07569295,-0.035309266
HILIC-neg_Cluster_0909: guanosine,0.1204792,0.020439142,0.114693716,0.17771758,-0.17461151,-0.058794037,-0.05944224,-0.006425576,0.03515158,-0.122507684,-0.17344455,-0.1592037,0.026548507,0.12122321,-0.0681593,-0.10939861,-0.12301195,-0.055923406,0.048004813,0.14307992,0.0035817784,-0.011527964,0.1138153,0.012183426,-0.17217417,-0.07038415,-0.065530404,0.18309413,0.11203863
HILIC-neg_Cluster_0120: adenine,0.08967354,-0.1956768,0.10239809,0.1958192,-0.20733657,0.023246193,0.020745028,0.15271614,-0.033539668,0.0064901835,-0.20537938,-0.1906568,0.11923446,0.16585189,-0.11340019,0.02313889,-0.16637382,-0.02831345,0.041432884,0.118214406,0.022011478,-0.15114896,0.19136651,0.04631242,-0.26695776,0.10744975,-0.094601594,0.15549882,0.017090078
HILIC-pos_Cluster_0817: atenolol,0.033602513,-0.15097855,-0.12836319,0.24954885,-0.050731678,-0.02936697,-0.080103345,0.029337486,-0.114428475,-0.10965642,-0.07204432,0.10363153,0.054132853,0.13125466,0.019333322,-0.05790841,-0.16519968,0.005910331,-0.00980375,-0.0042967577,-0.11166657,0.19357128,0.06294181,-0.102060385,0.04830317,-0.01962918,0.13536867,-0.07544811,0.04989903
C18-neg_Cluster_0171: palmitic acid,-0.014929673,0.04363762,0.037131816,-0.24529593,0.109218135,-0.062200412,-0.028878294,0.05946786,0.098204486,0.052761983,0.10027214,0.07573107,-0.024502901,-0.020594897,-0.051464196,0.045747392,0.10370474,0.10135937,0.064821504,-0.020324407,-0.0075869835,-0.036799077,-0.03971632,-0.05202959,-0.010813304,0.04559513,0.0024908083,0.010165949,-0.05318521
C8-pos_Cluster_0478: cholestenone,0.015560193,-0.15958223,0.04279616,-0.06726937,-0.15489008,0.05639801,-0.09060649,0.17441541,-0.118879735,-0.12639175,0.19641799,0.12911482,-0.086803086,-0.14673057,0.12775262,-0.041084796,0.008867542,-0.12150343,0.06276688,0.021370936,0.016857777,0.04388791,0.018685864,0.014258201,0.05606765,0.097617075,0.036353957,-0.043958478,-0.09222624
C18-neg_Cluster_0045: azelate,-0.023797743,0.08288679,0.035239853,-0.2328473,0.097818166,-0.051824715,-0.04452601,0.07720285,0.115139544,0.09230879,0.06702089,0.08559219,-0.030081552,0.02126351,-0.0630397,0.037383694,0.10369686,0.10251475,0.07668036,-0.018937172,-0.010466472,-0.047215242,-0.080082476,-0.04546912,-0.009078136,0.0363518,-0.004111444,0.013380937,-0.023154842
HILIC-pos_Cluster_1017: sphinganine,0.017898012,0.14986268,-0.06301482,-0.08233653,0.062183317,-0.01499976,0.063370615,-0.028921844,-0.08176187,-0.14369409,-0.07778798,-0.022858843,0.052971672,-0.029863501,-0.08506088,0.069627985,0.046712197,0.13256721,-0.069509216,0.028622435,0.19345458,0.03187365,0.07324608,-0.04679344,0.11535963,-0.05280562,0.018081518,-0.07485074,0.056347296
HILIC-neg_Cluster_0237: fucose,0.069675714,0.19673735,0.06904044,0.017616915,-0.106099576,0.045516394,-0.0464885,-0.0104067,-0.014887975,0.11233921,-0.1388808,0.10162915,0.04224311,-0.099543735,-0.17365155,-0.056548346,0.31166968,-0.06371128,0.059701655,0.05245398,-0.038686745,-0.07035307,0.007578859,-0.049336538,0.08820713,-0.12508957,0.048602078,0.06028634,0.10490878
